m/z meas.,RT [min],Area: B6_1_ML_polar_RP_pos_01.raw (F1),Area: B6_2_ML_polar_RP_pos_01.raw (F2),Area: B6_3_ML_polar_RP_pos_01.raw (F3),Area: B6_14_ML_polar_RP_pos_01.raw (F4),Area: B6_15_ML_polar_RP_pos_01.raw (F5),Area: B6_16_ML_polar_RP_pos_01.raw (F6),Area: B6_26_ML_polar_RP_pos_01.raw (F7),Area: B6_27_ML_polar_RP_pos_01.raw (F8),Area: B6_28_ML_polar_RP_pos_01.raw (F9),Area: B6_32_ML_polar_RP_pos_01.raw (F10),Area: B6_33_ML_polar_RP_pos_01.raw (F11),Area: B6_34_ML_polar_RP_pos_01.raw (F12),Area: FVB_4_ML_polar_RP_pos_01.raw (F14),Area: FVB_5_ML_polar_RP_pos_01.raw (F15),Area: FVB_6_ML_polar_RP_pos_01.raw (F16),Area: FVB_17_ML_polar_RP_pos_01.raw (F17),Area: FVB_18_ML_polar_RP_pos_01.raw (F18),Area: FVB_19_ML_polar_RP_pos_01.raw (F19),Area: FVB_29_ML_polar_RP_pos_01.raw (F20),Area: FVB_30_ML_polar_RP_pos_01.raw (F21),Area: FVB_31_ML_polar_RP_pos_01.raw (F22),Area: FVB_35_ML_polar_RP_pos_01.raw (F23),Area: FVB_36_ML_polar_RP_pos_01.raw (F24),Area: FVB_37_ML_polar_RP_pos_01.raw (F25)
131.05857,1.172,2272242.09828173,1038782.90085096,705577.824384055,1637906.07507356,1855273.89806008,1732071.07646282,1058594.34206931,1400777.80697936,1381000.09126621,3124466.11793121,1301501.74056772,1971196.98218281,1100514.44016848,2332255.39949032,1314462.18847724,1054282.11808605,2924782.50213849,2766700.19189148,864263.870937991,1335122.8343816,1490463.50676684,1686020.89715105,2136076.5977,862132.727557656
545.19547,2.516,6430983.25278236,6221916.20063995,6431431.26218516,5522167.77650014,5577299.84998856,6079953.18235363,4852144.2561154,5895489.72915358,5299572.373995,5247551.32654987,4833066.07447055,2621762.6707511,5211679.1603389,6401417.18312279,5942148.52882203,5542636.99888479,4643035.52101102,5437557.09392077,3840235.66252736,5829871.99439747,5952918.76870968,4174727.27910559,4271517.06145543,5504201.01997945
158.044,0.892,18761794.6578205,20645498.2363303,25266182.6317771,24008497.1996894,29756533.6693617,28889055.9654991,22571441.0492455,25959297.4890699,20334434.1470884,16702864.5791463,21629964.754437,10682729.4908389,19340725.5932698,33518016.332472,23720573.1678162,30637135.349928,12488725.0077664,21033723.5481209,24301292.9872878,17496165.8859027,27431811.7106619,15835309.7133054,20408060.0647696,25631027.7319507
158.04423,13.815,945223.742815955,1156519.87158049,1103685.08508018,1068566.14379011,1227609.15538311,932584.011822608,998062.839669179,1125283.51160077,1229092.72392151,965253.0364112,1088639.16239945,1017684.31956721,1087469.94655624,1160923.16349407,947653.461200242,958710.793033777,1095767.37513599,1243206.94631803,880391.726754727,944190.734419246,1263746.9862003,1125842.77666482,929281.677892706,1235215.02112436
252.11112,3.009,3632721.87358077,2941431.42215691,4574362.767221,3067547.31912299,2474174.18771803,3599962.64462901,2481275.18084022,561184.127281431,536019.240567607,1464204.76628289,670945.245909337,1127249.4374143,3852540.73981997,1363622.36958432,3020396.90786409,2470750.58816156,2236592.28892922,3315404.26664563,1024298.46952744,1673350.83735047,709696.614355416,758461.927638644,557528.086353214,533442.784303459
250.07018,3.26,1823623316.45628,143399430.472603,147923526.205596,62519466.509834,154512714.664411,144068302.445309,64301980.5534931,84292807.7616034,93608007.3355901,2442829752.70347,150110115.013071,2336002368.412,132413655.118487,138971471.499994,312915084.643109,70546662.0145615,4677938908.16187,4392189353.52231,244582325.482357,217617999.303356,420762638.664627,125795998.081414,921522875.481065,85414207.5944564
267.09666,3.267,1819880453.76006,138719777.534737,143270787.201854,55248300.5293789,148610361.83303,137535944.87671,49941366.8303797,75999007.1736989,79400020.8028371,2432424089.60726,131995813.257414,2330310506.40153,127713277.234625,137337687.512784,307840258.038358,64196658.7428288,4672990490.79073,4389375055.36899,235138708.700389,203931250.392033,412438256.030402,117054053.123194,908968924.658231,80048968.4511914
135.05471,2.991,224086070.34851,214613017.788853,309085872.838165,176897504.83589,76801177.8558789,141814837.275654,148515477.667398,132182997.254796,134561424.320025,80425320.8424381,167100287.063123,80310853.9425714,225486602.027221,191322492.229716,236601732.01498,168708378.383758,173293514.278916,142326766.18466,106516421.017397,103025215.174885,178743554.625999,67472157.9539573,134920453.291862,106071051.131475
118.02801,3.262,186039246.718052,31758440.0281214,25471406.8192346,17174596.8770402,31050373.7329825,26846093.5983027,18215958.9546811,21093802.4717297,24810553.0540511,261121862.972638,24069097.1304785,355272100.037738,22530243.0733878,29361156.5382502,49246371.8340492,22459397.1066908,454997027.66747,489204957.812894,31143525.8965906,30491024.5957171,45454384.8742142,22034368.67699,103242075.053914,19273065.112527
261.17274,3.136,3222160.3160395,3297419.55167099,2921008.19161154,3347043.05590544,2784332.1940123,2784631.96328005,2679795.22754089,3655870.78369081,2984489.52916533,2904848.25193626,2907369.60875414,3483699.43669261,2664683.56989625,3882192.74394727,3251248.36208858,2695911.33201954,2441614.41660306,2654927.11463423,2406656.4243147,2462487.34875356,2663448.94440996,3253625.20275082,2366871.76524534,3498437.49672745
211.04576,1.667,31800589.9411325,26462907.3941587,13454888.833329,31292551.740922,40341806.3047514,14614432.7334048,55132043.645807,64166501.3136833,31915937.5400037,68204758.2155491,42921071.0971728,41414645.0048337,32123244.8745186,34823294.8259756,38000718.3282763,28192973.3249543,37680150.2387261,26325730.4269391,33130631.9109151,53928599.6322647,66114340.0032566,54839982.595599,48620901.8724938,49737748.9902141
101.04797,0.78,39033197.1217941,48007220.6518586,44595024.0824102,29852598.492805,36800097.4209996,24557125.5186722,22535352.5635001,27908837.9057618,12045601.8517507,19998719.6582332,15411995.5447548,12473587.8348564,42202309.9261299,28988394.211524,58183236.8605833,16186699.5686207,23663670.8674882,15029338.8787018,21689556.2356838,29360603.9380414,17995399.7931352,19136990.8784699,22657308.5032493,20354264.581578
167.02518,0.804,55785224.4207055,34561773.4278915,11388720.1400806,16732680.2464636,15373398.8788401,4407376.43465224,13116347.8349599,15729108.6764056,18016427.7586408,46282720.4081234,14319934.3704547,32201073.2372684,31213789.5793757,14408418.1446713,27471408.6625793,13476802.7720658,34952983.2805878,29390824.4947603,44904691.4159974,18454662.2049847,15937088.7470806,24747018.8763796,44655894.7824449,27167246.7466254
167.02529,1.277,11016432.3163934,5954436.32291245,2506212.39978229,5384093.85134835,5343748.48913059,1187540.05449541,3238091.06039779,6213702.77677416,3908272.11444379,5239697.83781365,3686910.92167743,3773269.34983632,4773537.29686798,4485545.0876564,2783532.20193806,4863486.31910206,6363190.10960897,4476836.20405452,3437040.42294643,2783248.53971639,2371413.4498457,3165147.66689989,6434066.2942501,6441461.68797794
191.06188,2.972,368678.899992893,298320.923882011,509352.969275604,484854.847011841,646732.294540893,418754.969126689,1104457.39493549,1647458.32903289,1525286.45119444,2259215.18086424,1638904.00265307,1839412.97369815,460636.26880036,576451.473576924,419668.346043347,446500.174152756,701925.610176262,526832.11434906,1189273.50422945,1552257.60958102,1081030.28452962,1572865.46314664,2029712.68256445,1827885.26171837
203.11571,0.804,3988666562.50952,4804489411.14176,4123958492.28286,4407537607.50783,4722990044.51493,3483661404.94998,3582723909.91061,4067712269.32064,3548984354.70383,3858408591.52289,4077509221.096,4325358877.57807,4190537101.4946,4940752641.49677,4064843147.28717,4176113161.30676,3652065192.27108,3605937486.90252,3375672810.39514,3544635476.9496,4985367956.89102,4135928857.43503,3574976407.9227,4042074923.32358
216.12222,1.12,3022801.18619973,3089858.30419351,2470221.97320725,2703635.05936017,3474102.49924524,3685171.47699684,37738374.0126998,46222400.0354017,41898485.5550118,37585926.9231864,28620495.9155737,31529471.6861333,3708754.89203373,2587411.55357494,2990639.19564217,3032606.1088661,3447655.88757476,2987383.45411351,24082363.9821632,23760772.8548525,36230113.1752867,29307403.0023627,16545020.9722754,25026302.0413981
120.05784,2.697,3152036.05633793,3084649.35834664,3610654.66100598,3749496.95703452,3472841.10259221,3725150.79120509,4572730.64037279,3492679.35012451,3736990.59633602,3466849.24356519,4301425.7384136,3860532.4003997,2689994.10346047,3170187.72124251,2330467.31797916,3769587.39090973,5060793.38817179,2158006.57140635,2245942.82489887,3931510.15567907,2954778.67606512,3392103.50867752,4820644.38073763,2131544.75046913
188.07956,0.904,27951298.6005868,16869134.0903379,33671149.8216412,6324300.80271503,6575242.80992058,12823306.9411805,3958474.0090108,2312744.05198743,3736358.8305277,13371569.4140267,2428930.40948496,16082576.3291212,9569013.34930606,11660349.7563411,26036572.4006533,13195479.4743685,25670472.0793135,23127401.2892318,3781976.75015551,2283360.08732265,9688226.78005578,2607356.12494328,6150882.01148676,1669007.75704165
188.07965,1.141,144031726.341276,118807390.245776,125476268.239638,101811485.706501,72327182.3957111,92782643.7252614,224142540.059247,241260768.141173,229274509.270298,128589197.444055,226704674.233247,180147498.334586,104759813.260816,72184026.5166335,131681897.236942,101011953.890865,142691127.077108,140838107.398793,150925272.98458,192213180.805426,84225598.2192379,132310558.669843,182228361.582366,194575432.104245
131.05834,0.778,2616906.05634614,1988301.40000526,2375099.3846516,1780475.68961646,2394914.61638464,3495442.61629778,7414400.92287865,17198611.3411994,9710255.07814126,20197947.3821698,6975619.37880671,11409938.6052231,2657321.51981789,4665191.84495354,3003554.42265617,2308585.0132169,4117265.3807418,2352317.13885318,16946403.671998,16648351.2750551,14031199.5011935,13831168.9713809,11250229.1431495,10094906.0214627
408.17433,2.609,1739101.09066146,883506.261719966,1146914.32041717,12810632.4863583,6082590.12572239,8772267.04065951,5723093.15188315,7451057.87995643,8298376.64713928,7146227.94534031,5494882.64279484,4457729.28681374,543283.668409148,3792238.0154864,962395.120995008,9799594.20439176,7956889.14505659,11194948.6966192,7742107.64187843,6670573.63580787,8922965.74873824,4602250.33528711,4757927.14908057,4939297.11062211
284.07572,3.54,35854773.7526419,35915235.1767778,40745079.015028,59030478.3930772,37817280.872203,135022434.230652,103600274.569664,75711959.3536849,163079284.866425,101830434.114398,131321907.937571,123701827.597974,30842293.3624819,35057644.277455,47454076.3438838,80384701.7283305,108587699.886888,63491706.2832477,101907244.483771,134238376.97321,128082313.477742,97255694.6562367,126747047.998381,54119964.396562
313.22516,3.39,16389190.7229899,17734820.6533656,14057323.2258588,16319922.7563944,19662231.2152786,13627930.4909316,17809321.5762875,25233085.1564685,14772547.3076057,29315915.9757431,13887800.7544482,30623675.1063818,15509775.4615079,7471274.45876148,6984002.79372682,9316945.00474479,7176309.77216944,10179991.2015615,24111799.3710767,23897850.1689462,56747641.0709908,19773087.4645487,19218066.183512,22395994.1482628
173.14161,0.924,6311530.08672954,6621732.29699237,4951368.42490185,1595511.48221902,1777102.04146999,827197.047919176,463536.448787497,480601.571554306,738291.084716794,744352.201406975,565519.059878231,534789.337394086,4916787.38152889,4296833.16160961,4724541.2718104,1047910.40456173,958345.069811026,717950.509964072,366749.144746984,515578.852503103,608212.185753402,513719.480447417,535174.391370487,569996.642437331
285.10614,1.07,7268802.53287276,8559233.63333148,8001336.98956522,8591166.24258306,5078691.67559013,3946792.55217842,4511957.61068308,5346963.94558517,6131846.79544858,6973281.09549781,4406652.55885703,6372701.17758468,10685664.2700931,9208546.23611899,9422278.81203562,14084665.0657153,8778713.1420032,10671059.9604264,5727539.0047871,6768716.5356401,6062655.41036182,5727975.79463406,5953452.39558961,6916711.21528543
141.11547,3.264,370051.215052428,606381.478623238,982815.392029867,435765.160196997,2076729.47160751,445218.634910869,581316.923615777,469322.071361747,302750.565834193,330394.87611109,543611.599312532,200671.910781361,542144.285173788,859205.862272637,365439.802528073,404850.102166805,278607.246642969,211536.157099699,421918.010540147,400563.977870476,377245.940906541,516725.519941251,3641665.99499417,970151.167622432
145.05281,3.287,18610425.4532547,18371043.8905643,21978154.8370223,23209198.2371369,25308595.1154491,23127758.4900917,18315311.0299808,16909392.6845031,18528062.75588,15970337.4506444,19832799.5059971,14829508.3707437,22096084.7069647,20897901.3151034,23772129.257115,21221812.7013285,19106953.42134,2630916.57849084,15029531.8140803,17854201.5715861,21779088.5164128,16383520.5231116,20537497.2148976,19045439.6433138
291.09506,0.955,19771741.8539701,68094451.3635138,69921394.5888038,129682695.415687,157695695.263168,84494301.9732043,93981432.5546227,103512642.670617,67213169.5835729,100020925.040444,52716667.9112052,58272711.1747444,58351348.7114487,92351427.946795,63370604.802481,140771655.979648,141200537.635269,133474806.703263,79767148.0706082,101156787.517495,55253501.719689,94191749.1085476,82531930.869183,76978052.4262322
291.09512,0.848,53926756.4704524,28780991.0124469,70449718.6741319,260129309.434338,305879544.243852,314019856.941214,173644454.199694,168088794.536799,191995479.284103,123723266.046732,231249266.268676,200183637.241461,68465204.9667789,137370158.336582,72768025.4128352,192120797.550299,323067105.711055,163674864.887777,129752794.644154,154069659.213546,145390149.529774,106568390.701381,141040564.635481,142595412.439027
290.04016,0.884,40895829.1577055,51100350.5618454,54327779.4184707,69196094.4784553,61850275.1879203,83582130.2366047,64698211.2696238,55291350.1298465,76188750.0087244,31190307.6290327,60720498.7711179,33790032.1248476,58304494.9008911,39316549.7006766,64666139.9526303,66885121.5819047,43304672.0578673,30378228.9400274,64560249.4887917,65664304.7188041,57386709.0957675,85169080.2364525,51785431.419138,44219323.6906917
297.10738,3.5,4605099.37886773,4401643.29711625,6127667.11104831,4264079.05643279,3317023.88808782,4741560.35441569,3087920.79477035,3046908.54824008,3817852.2939898,4056940.27443091,4871201.76297557,3880941.81185715,5427398.56780491,5039005.89691518,4948108.68502094,5516369.51426221,5965698.36870024,5790979.74903442,3249610.27319196,4846135.13539998,4619229.49212966,3142311.78687257,3619354.30590331,3411822.84938597
165.06513,3.278,4887252.84875766,8136733.03054932,7980153.19023621,7431311.00178734,7229398.46550619,8159658.89901055,4728408.56230291,4919704.27251407,4998689.70300284,3148657.98711089,6167995.46108119,2311678.86788383,6286715.39382536,5176988.90979168,6144990.79678461,9294846.7572438,3739176.76847362,3430081.19637296,3697392.64616011,4827245.57489177,4119042.32112565,4341960.28272767,3683262.30615424,5644309.44637136
305.06804,2.527,29156406.227982,28418756.6736304,41324784.1255762,22570760.2883656,28458560.209237,19421571.140409,61872013.5249956,33939595.6430605,27596344.594474,13233689.3940767,21843319.0502226,14695571.6366512,33960428.8100846,30707271.0097127,54656522.9171746,34872038.9037838,2188670.71654258,3527192.89183307,24632536.0710583,43681109.4390168,23109382.1730781,37634958.2115051,28590085.1041636,40299392.5385646
248.19871,4.332,3231929.72806768,3400280.99615372,3776216.45311069,3213192.80825492,3186397.94380687,3973896.5072184,2897807.04027421,4620572.575069,3361282.83601335,3492845.12908726,3928854.69037727,3331380.79406934,3211488.45078157,3071411.3639361,2948139.58446135,3449564.22593383,3556576.84356188,3389549.8715488,3270654.52034443,2976077.05099143,3547009.80601958,4469656.77551689,3154253.84830765,3062001.34664925
404.20188,2.566,2494324.26905911,2135622.22790541,2192842.2861953,1911438.7214499,1870895.82811689,1961040.17656054,1728172.90363709,1691339.83259099,1541936.67303542,2039714.36673225,2027674.27809891,1899571.31555703,1656333.67549244,2340526.36793802,2273922.91105783,1882613.05189033,1825723.06878348,1636679.61890079,1224677.16455186,1514098.34880265,2428365.56184375,1583514.47847706,1784637.58444748,1595769.5747625
143.0583,0.795,101074536.216941,125278809.02217,125483918.052116,159234744.354479,210494453.736673,201922463.773808,135730706.36007,240245548.762825,135198409.278265,69970105.4439817,163668646.23816,138215579.749552,156180246.612377,222849923.331709,155195363.437573,130683741.909493,101875210.88882,60667608.9724088,132557894.954175,141295654.566483,224812365.92992,192952670.153647,70315946.4059379,124315829.650931
260.02968,1,121404428.658949,163143484.044053,171767498.469496,105393537.002863,113894582.066745,127742912.887955,89012647.1450188,99828681.7982224,126346089.794976,92955434.8870216,91322962.8279987,94178599.8328601,173825831.286275,78601865.7288028,143393873.906422,168336174.776618,145965670.574927,117066334.731148,155125619.879906,177547537.664871,120654893.944274,158500871.446289,117574112.037856,147673146.515362
181.09651,2.931,14474019.9822787,11559840.0442482,11683876.9944959,10025937.9155078,10492904.0036257,21816399.7730346,17474654.5915519,11519921.2676294,19315903.5281072,10403864.4803416,9492418.11923248,8628548.22718457,8088573.97648566,8740340.67645266,11393355.0144456,18205516.3374577,9978063.69929793,9369641.52664394,13282314.0986083,13740999.9394615,12493013.1658,9087737.13523767,7645057.19824173,8156475.32729849
194.10562,2.945,841842.929701457,576333.497873134,355127.264455802,481781.147277021,641795.385395675,444245.026970262,1566396.18115077,1472619.73825144,1278122.63595537,1264647.89781042,1119952.1202247,946082.12296549,680969.794890573,400379.332006551,964350.508168922,354771.972933237,464311.553519154,315209.977796991,1001495.63394071,2132054.99023005,1303660.26510975,1162241.27485218,1343677.56617528,1276210.63721858
244.13126,3.463,2808615.04054378,2996101.35531076,3290442.78804332,3386907.29909564,3270439.56927649,2993093.58002953,2979163.21798695,2910523.91683843,2902803.30416693,2895064.36164657,2985257.39395211,2869904.42454429,2918789.47749243,3175262.3881648,2728004.94521059,3177707.20622389,3110487.98525385,3363929.80578682,3118148.32433076,2831703.6276776,2341100.71044677,3178373.67536546,2686943.2654137,3100745.05978516
310.17784,4.773,22166597.3526761,24350420.5697911,24293461.1131585,26108866.1627076,26571146.8492506,25624641.9946439,22682192.9545223,24590931.1588502,23914569.8737633,23008904.5334297,22332327.3903099,23968028.9391385,22867236.20469,24193640.3845912,22108661.2946264,24955722.3570293,27942055.2149717,25455794.5187924,23328392.8609838,6833934.47634189,24004840.2141307,24539343.4390141,23074820.2148394,23029932.9997314
187.08449,1.065,3409064.76724405,4211565.18557419,4742285.19608427,2678053.6728097,3226315.36178195,3428026.88035675,1435728.72300631,1401594.63640322,984228.136935464,962918.939615736,1624091.75950758,1422372.2154169,4203162.15998607,1686226.50227149,4221424.63883843,1855773.39110978,1751777.58921767,2256737.85493917,604336.761507024,805573.447214043,1018142.83359079,707287.405049496,2211062.35237554,1066747.36241695
470.17469,1.026,4856810.83976046,1500701.2300529,1296624.26835956,13485903.9076658,4371412.41530618,12379659.7469323,5862901.36312731,5070835.42081018,2600453.757549,6854884.47194847,3134852.35010406,7303558.87178095,1277691.94120233,2768915.70274737,2121892.83016539,9138463.58605023,16309965.8079618,16367971.7122294,2397724.85830025,2822281.58426838,4977171.26425562,2383954.57269484,5233799.30691349,2104578.92370085
322.13742,1.062,3331009.68867319,681804.211502898,1712958.91866324,1968144.91912418,989167.822998817,385913.491831601,534826.264676774,875115.041490005,1248959.85535755,12878911.5365158,488688.687865612,12244377.4963921,392841.564609937,413144.899995079,702589.443896318,1684263.15049856,10255622.7872486,11345520.0634528,1837100.29825308,1589704.07626055,837515.7571796,1438725.85964367,3888501.49136618,1300708.24238994
241.10629,13.771,877981.435825502,1580003.14585741,1587537.82069945,2065797.14482132,1403766.61990983,1308472.76465847,1762659.17442698,3112173.56407261,2575349.64316504,2336814.03783016,2979567.87622407,2955346.09645663,1265751.10208901,1813440.04701994,1411803.27631564,1463166.67822953,2383088.07672377,2872741.00366487,1514509.05740072,3366143.10880229,2320148.13101567,4190339.05938815,3036359.66909873,2141437.5877099
177.079,1.024,4132741.50297484,2843780.31400792,3744640.83571599,4296892.9125647,4094932.40149562,2957799.69171797,1239659.99848712,902051.795664867,571755.892741741,1039258.14993876,930029.068528908,1210636.40409129,3983689.65325943,3485453.26069768,2529466.06952822,2650808.67830904,1883322.25301842,2524304.58713927,447842.472798283,576722.125738633,1339908.15897952,502788.543512467,433420.011839257,648214.14537858
220.08487,1.254,3486517.7635328,6196835.80732797,3342546.68516872,4232182.99001088,2729052.0374879,2231176.88025425,1977286.8104902,1352463.44395689,1590183.36266736,1765379.59580655,1969860.26541843,2225026.74338205,2739405.73336004,3315810.30977395,4300282.77361604,2316018.31855765,12948036.7984959,4073827.00802112,1161097.83676136,1155802.83471369,2353197.87551549,2253249.34740745,2326222.39479456,2244277.6102575
220.08481,3.277,32407185.9991695,16287969.5128119,18113535.8381297,16618681.1928579,23014818.6532566,11338900.5596484,12192593.4263688,7486152.51970726,12589636.7072645,7384486.57838569,12681187.8339852,8197036.17910882,16888415.3379597,17978565.4163674,18910811.9264333,12725150.9911835,23438226.6669948,9466849.93004126,11339180.4046741,11728689.1012072,15603631.1532442,11305039.0583768,12396876.8651846,13180963.2445958
191.05844,2.981,4550539.17252187,4077040.79304256,5849440.86784616,9446431.51317169,9687505.57223316,11530286.3689151,17902519.9317713,13682550.5465358,12858730.9132403,14780896.4922019,17217189.092539,9420959.7662371,4745304.82763329,8634391.97171155,8880363.25205592,8063725.90334226,9466293.35504853,8234257.92933158,7535125.82559031,7997513.46412257,21246090.0121306,8283704.31112923,9076434.2191666,10988546.1630945
333.17861,2.693,55843809.3221916,74520292.2546986,86293113.5621198,84009942.0034781,54174148.6510681,86125514.955337,146320605.81122,100924656.049633,58013907.6198748,164028876.415121,142421545.731919,115542776.452291,72209766.8978203,121871158.070603,111643325.50854,85178572.7061842,51749731.8079628,47012694.0308849,105592254.709994,172638100.851128,127475639.638637,83361023.6832985,140974803.889807,84973963.6572803
187.09567,0.99,3795316.93772059,1505149.87404962,1742142.90535226,866464.959613982,1813102.26070108,1522874.81020079,2810258.10134381,3820060.93802375,3506678.99280563,4981015.34153112,2232733.62695278,7217163.12156416,2939849.73222618,1649508.47744226,2119232.07181454,1337007.46114815,3171958.10764479,2972026.9980601,3598010.20999403,5795575.40681409,5888400.35894986,3437168.70966543,3465093.52881916,4289577.70401477
173.08006,0.889,7865415.41002671,8675217.95231559,8623040.12329075,4242145.63554972,7286965.95178258,6876982.69011941,14350861.8537749,13628363.8302551,15669007.4452911,10653212.5354165,3346950.43407741,9943174.05825067,11256545.9348614,6558526.36609618,10986376.9668652,4651792.70922478,4024500.76547018,2573664.98004064,15239562.5933072,13427338.1532712,16268905.935923,16422256.1792583,8971146.3985494,13727708.8700232
310.15285,2.925,10096529.6042535,8894430.57842725,11930359.1619733,13336994.1583038,5870101.01616902,13898608.2591208,79570464.8502596,43301970.4290006,49720021.2394731,47786453.0845918,61266424.3191363,41478261.2658586,16046913.1235647,3313108.77815502,13382087.6140897,15973879.7635702,13433717.3089541,11792400.5231745,53877900.0180703,71889460.4269321,25040700.2218799,61611433.4817298,74251320.8799602,59208627.8420351
117.07923,13.823,3327906.96012527,2684440.99504953,2236201.21634715,2228241.15977014,2594497.04409554,2971855.73121996,2459757.66856047,2150477.71236543,3158291.66198257,1936903.33277877,2438325.81525577,2707076.27855499,2936834.70997656,2935100.01360396,2245056.16970368,2481907.46623156,2976620.83748036,2349640.40377431,2302445.66047294,2715526.11938649,3023273.08897708,3055987.65571019,3067134.31922052,2389040.0127403
146.10552,0.756,31556407.8305503,28927955.6903667,32745039.9752784,5878424.54902844,101964582.633295,25861353.0952821,17377998.675549,61682266.4995972,23247582.2423815,16253270.1155967,27337113.3268563,9049449.94770121,27220747.5398035,28870801.6032847,31805698.7564408,29184078.5452794,28006764.8818882,23013069.0060557,4366916.23395697,23700440.6021199,32165703.1150302,19530137.7623198,63646725.840692,21171726.4697854
252.14738,3.722,239061.987766854,128201.22536785,77222.8971426699,242912.347649566,300224.370848646,477724.128017684,2898282.66166623,3094099.11870406,3749784.03046429,3131400.7444046,3139597.95370962,2794469.94836845,422792.278629452,77128.3475866038,240709.838854503,97719.2789436876,184912.348172155,137813.715379517,2439375.59946391,4336807.6903541,1934042.01061303,1379796.15398638,1943847.97673021,2288824.20144478
287.20953,3.325,61954035.1732021,108743571.823962,37277705.7535489,115832110.738173,131048054.781016,36173963.2863309,121274421.731214,111350027.49362,152117526.254754,147164948.509794,107550418.055956,207809949.744358,84406778.529599,39084837.380015,58062401.7812161,81967997.7804712,81777644.2521668,45556403.5457763,131565417.009934,302885546.889456,233026274.118385,268143021.794436,137229515.3399,182229094.321183
522.04799,2.588,171477.66852007,482563.765474353,571060.237356203,6468599.3938544,5585502.60483802,5242415.04164222,4046917.25297112,3678734.46125453,4411188.01549098,3437930.07315672,7828000.86310181,2363777.32839335,629021.915560428,2049946.78061626,305593.08014733,6928005.1830129,142474.240897191,567441.279979277,6221475.65602911,4236160.60499738,5018883.06964547,8255072.90994718,8071176.45276354,3964897.12556215
146.08464,13.823,449993.253455407,575892.514886962,610039.176364479,647735.171432636,573839.092686644,474032.678996914,508879.52199026,657509.291066097,561138.626800304,640401.287606246,667283.695796299,657228.971512647,618075.553562478,703065.809574084,528579.902785852,623391.546600912,682058.790456684,649233.474016319,643839.959737894,615550.721674441,872254.354959063,610651.533115785,667832.12624346,589891.730892063
244.10593,2.637,2197305.49263302,1500078.62744131,1387185.24941348,2123620.45508001,2116334.20630258,2919923.51751217,5227783.07326563,4626166.95908605,3442981.24185636,5601205.91060019,5035079.22833966,4982997.02220528,2228770.24529475,1749156.31660018,2448751.9520137,1971395.0653902,3136835.58944841,2469925.31041741,3747908.91735322,4609302.75145522,4283819.66463355,4328785.63402798,6032195.74015854,3306654.95284123
608.11506,2.793,2564058.3581195,249324.697641371,264600.537896409,5366067.70918587,495993.910914481,1905027.01644313,5509819.86428585,350744.232064714,6157216.60663348,11971928.770735,6939592.23051435,12361976.7314809,269621.211826418,793955.080124915,245147.398947684,5892453.99805691,2106305.2031804,10059670.4191498,7202012.45617886,8690156.21227491,2867373.41414237,4591788.90811985,4243859.18806897,2798891.1805404
201.11144,2.653,19506665.1756316,15254983.0906922,14036024.3162405,8240490.83267393,16880132.7731487,13727475.0735336,19121608.8211441,34298423.5061269,24578680.6572531,28704708.2949739,14238053.4333479,34583989.2636609,24876538.2971535,21115574.6937362,16667184.3040161,8364953.75996798,6149734.10119683,4770269.20131443,26888312.8293729,26974297.0261484,41174579.8153425,24427814.6114635,21254094.393352,24771342.1058806
428.14768,2.734,6022546.58178199,2961706.2879677,3041679.99745052,54433188.3527475,31104402.3806899,34323936.1069232,22310949.8704944,29826745.3005849,17620513.2066438,28222904.0323167,20620806.9892521,12522755.1319029,2700489.05194663,25995418.2183774,1857214.67347454,41276450.7146525,23374673.8566515,23540736.4008437,14212193.5429781,16873376.774605,17049215.7474717,20580845.3091873,21918274.5241054,16211842.3018673
263.1003,0.788,8363000.04915544,2942743.97700426,2551353.83253513,17234571.8930946,34518811.5778689,33828804.7400431,27379454.2365146,23034600.1240734,34260347.6734473,25735498.2605985,23674787.1236261,18931901.7302062,3014136.97698062,7212572.76721032,5792571.84182909,16156682.9711965,27873294.4206764,20600815.3128055,30698258.3933841,24610646.1758118,20185457.2756337,23441275.6537664,33284530.6453349,18052385.4252986
352.06411,3.053,8908140.04541976,28284745.9137348,26994434.7469374,25032009.0882898,25549326.7053181,20401834.9231868,14333732.2520026,20571449.3335553,17517440.5268844,22448058.8759787,33267786.3583072,21408350.9578767,32201400.8012773,13665969.975975,24900385.0602908,22117336.1674158,15253872.2143328,13307368.4129779,17192994.1188791,30055630.6525231,16133552.7769642,27556493.2881365,29220333.8669106,29680424.0550967
139.02684,3.184,1037915.28560799,1835570.2889484,1762810.7539952,2154533.79438338,1632139.48575258,1593681.35147165,3470639.54232804,3918737.79259697,2372691.13214838,3205973.1257736,4387846.68614502,2857787.13705287,1622233.50886339,1007782.68555669,1951227.00418044,2601849.94714109,1812798.88287855,2285401.1249031,2942415.46770003,3015760.15734584,3697432.38146452,3809496.47407013,3543348.89620158,4376830.79132878
138.04279,3.179,4112368.63878545,3256970.96835831,5034745.3578677,4932550.97365694,3873443.41342631,5206680.32399163,6753735.5065844,4321677.94931018,4192191.36554742,5220908.49385016,7080973.01976897,5530492.17337642,3633713.86211284,4202802.35973223,4744858.00350922,5127185.45547316,3266307.46461911,3984232.22938153,4269235.7811476,3735658.87396116,6200863.23183454,5163808.84027986,5703552.01274535,5263036.05265076
