m/z meas.,RT [min],Area: B6_1_ML_polar_HILIC_neg_01.raw (F1),Area: B6_2_ML_polar_HILIC_neg_01.raw (F2),Area: B6_3_ML_polar_HILIC_neg_01.raw (F3),Area: B6_14_ML_polar_HILIC_neg_01.raw (F4),Area: B6_15_ML_polar_HILIC_neg_01.raw (F5),Area: B6_16_ML_polar_HILIC_neg_01.raw (F6),Area: B6_26_ML_polar_HILIC_neg_01.raw (F7),Area: B6_27_ML_polar_HILIC_neg_01.raw (F8),Area: B6_28_ML_polar_HILIC_neg_01.raw (F9),Area: B6_32_ML_polar_HILIC_neg_01.raw (F10),Area: B6_33_ML_polar_HILIC_neg_01.raw (F11),Area: B6_34_ML_polar_HILIC_neg_01.raw (F12),Area: FVB_4_ML_polar_HILIC_neg_01.raw (F14),Area: FVB_5_ML_polar_HILIC_neg_01.raw (F15),Area: FVB_6_ML_polar_HILIC_neg_01.raw (F16),Area: FVB_17_ML_polar_HILIC_neg_01.raw (F17),Area: FVB_18_ML_polar_HILIC_neg_01.raw (F18),Area: FVB_19_ML_polar_HILIC_neg_01.raw (F19),Area: FVB_29_ML_polar_HILIC_neg_01.raw (F20),Area: FVB_30_ML_polar_HILIC_neg_01.raw (F21),Area: FVB_31_ML_polar_HILIC_neg_01.raw (F22),Area: FVB_35_ML_polar_HILIC_neg_01.raw (F23),Area: FVB_36_ML_polar_HILIC_neg_01.raw (F24),Area: FVB_37_ML_polar_HILIC_neg_01.raw (F25)
280.17073,0.594,1702221.91501801,58995.1510596715,80744.1719287715,73102.5592405429,43609.6820818645,37558.7302204258,55320.7375820826,35658.6342446275,36310.1585157861,37355.6904969592,36979.1607144171,119328.909649653,54570.5943513582,33961.4548419873,44657.8575732258,35444.6835211495,82762.9993376014,39876.241733297,37661.5874361696,37393.458761447,47227.7763910943,49986.0891435056,32942.0733275332,37279.2562791047
153.0414,0.634,49888.9739807934,107182.250840046,1753222.15223479,90504.2629524309,58676.8479168901,65875.0408955329,58341.8201678287,57301.0594413442,98330.9449804587,37176.5653181716,47837.6479894106,91144.2085169269,123611.820945651,65848.0717145768,60227.3549224027,45858.0042491862,166896.390537707,48784.9118141102,102447.351188742,78696.9539860675,61919.5286237961,76539.9963496948,37902.4328529501,72740.2550351803
257.05355,0.619,1137275.87767227,1862345.13273915,1544663.721351,1540186.32116936,1501928.96361698,1547807.81026937,1495357.51186164,1648824.29041854,1616776.90699868,1382077.10076138,1479115.26225163,1373081.55190111,2042928.85391233,565599.948624095,1441558.1456363,1477554.79975534,1182802.76545745,1549311.64256273,1441322.78256778,1495827.65245021,1550316.11480237,1430510.96433386,1799761.34048354,1680096.96151426
110.01024,0.531,1845642.05323149,1842733.01051162,2025299.92055418,2063160.68622622,1925942.29555817,1685522.74560318,1820997.03707251,1789132.87636632,1872404.40422598,1951061.0300935,1792624.29378456,1880105.93288946,1805314.87589296,1894982.00672352,2014130.27905887,1925695.19262402,1839677.97927095,1824386.88779829,1819542.27505377,1822075.72473978,1857071.90495996,1715225.84404788,1613882.14583162,1894143.38380407
455.0592,0.658,47760.1818000472,72059.5338911195,145510.73662857,123373.172333567,73691.0165545827,60983.5750106607,28454.1036022276,42962.1380037139,102933.668397674,23605.6444458918,46386.2521187782,26446.1353450499,68459.3176948667,114596.78330852,46024.7324599543,26558.9507458958,26298.5361216556,22663.6231867263,108807.762855097,73571.271535626,46437.9984951424,31579.9329502492,75997.9650423631,27422.7037509193
245.01699,0.546,2888400.44914598,2913654.90175557,2345466.32037378,3009839.78248102,324559.260717508,2432315.41494841,2406544.21750079,2451896.02054808,2351351.38244417,1661274.60700495,738987.597751364,3745410.0105914,3628132.22905994,809908.873349582,438801.528498318,1242548.44555168,534115.568310836,1587614.63845639,3929492.59033643,2921971.57433842,3977331.23328357,3802449.86048862,2712175.75970032,1022107.75200309
166.97,0.904,360355.095767024,949023.876941271,181732.243368778,472629.419454616,931479.716657461,151631.773417814,811915.848123113,788531.293238772,991321.982817339,276508.625328995,611770.644980696,77647.8993766537,472515.339837749,266583.092704185,567086.744734243,423812.417821722,200735.264125859,167147.644586319,595603.010967593,539086.443085595,816700.89092569,709786.028206243,705779.32585539,460205.466972622
516.29521,4.303,2617567.46453813,1680613.09685091,1385040.00547858,6506929.00955463,2094943.48226167,2227086.9493805,2035595.07755328,1071497.39408029,787332.893660502,759108.51184413,710971.2416629,910877.168782603,3003841.77154376,1140585.3633096,1810003.23701229,1994341.98139513,5608635.4158786,7499109.33436499,815205.674178231,630276.016897947,453774.920768367,930899.032252607,1380450.02123015,1133210.97813903
667.06791,0.495,124961.814224952,54825.9468734435,64780.5611704128,550027.341749027,239605.53200363,178359.791175883,152455.003189205,28979.0888538713,125658.368575022,68928.4468247636,52312.8853347747,46112.6107523931,26279.2794707495,315559.591323367,113597.978231339,110044.945578927,51013.7989584704,44847.1321607893,52419.0492789557,39089.76389277,27359.8197682565,40485.6415466753,78870.003626471,44012.5138466613
194.1411,0.621,792514.448480384,1313024.11049768,537777.303823581,169347.787137198,202817.898675816,277657.397454128,239650.723579158,380635.853983911,515561.842219635,145952.416459609,451472.160473258,393646.859698969,1420503.44198753,626122.099451518,819144.302924014,453246.024668848,262059.709905697,253403.55966238,293701.435105912,515730.118880997,219477.807755521,418506.542863327,334964.781021434,264149.506700279
226.01448,0.633,91452.1240912572,148581.704993148,322235.961129439,257424.047600564,173306.288804864,115831.856955068,128513.35127884,122541.235255951,184006.71148318,108578.303951807,111554.34519788,109602.83353424,156633.768901009,313918.522197895,162949.878870185,98280.5255340015,99242.3115271771,92276.7038030805,203989.470230028,241587.776040447,205953.653008054,94225.535361063,115251.838481527,174253.994422401
150.01564,0.586,280759.565069005,237771.616715317,314443.632477381,412272.414819582,348021.827520784,245960.956142563,162517.810900726,195695.024664612,423031.767803949,202580.845306075,191238.729780686,279303.260739167,199697.138224922,429907.169474138,254897.707073194,243507.170594844,263832.065508101,269885.549903202,257055.550656691,274262.096113366,256546.214717898,228924.035564127,267300.041417169,308028.889946464
280.04637,2.586,1096988.04111826,1025239.41964226,751795.12828262,1972527.20105822,1131277.90427357,1779049.73712975,2307101.57627777,1480588.24807934,4156765.771103,1421810.61841189,2299990.4042849,1347377.82086926,1074665.06842301,795341.143764215,900151.657705985,1221324.02979842,1832784.56197493,2233095.72687958,2381170.34045069,3221245.41930163,1998169.49455639,2604569.74014588,2772436.66933635,1067993.21238367
1174.30005,0.584,662698.406842171,585812.993360992,713856.672504144,1072606.14731952,780596.73622204,599530.828215362,377859.851212846,460268.33524025,971496.077481306,457519.60361526,479323.750132119,689838.450285414,566919.774354969,847057.374774541,490001.11973034,594952.026887583,721759.783831071,653315.001973795,526071.475648779,568456.045699748,568992.971208576,592918.972276166,661405.91094185,737037.626699752
1100.28101,0.584,801313.815544605,625607.601262756,796692.43920103,1132578.43701055,806722.971966394,726682.883044334,447609.949161744,484653.113451662,1127770.52188715,571233.729260888,565022.680329062,838980.397514939,646050.26223393,858151.24762904,579910.59448492,723691.428146924,877216.970620772,708318.814726242,641537.383851585,625778.641232236,583201.956367209,603569.402321961,755453.565544729,853120.006267318
374.05262,0.637,330877.337122859,417923.933693144,852927.004036921,790670.59202082,627444.248377043,409268.978370922,265213.391477325,292410.308749627,499951.056932324,392156.432424784,331035.922394912,378797.607070781,329787.093835992,880098.625045024,571698.725887704,419635.498170761,350983.178047083,272411.03541847,600210.100892659,670178.731453847,533933.028521856,284136.374851155,487753.091641123,377110.066619883
952.24305,0.586,906856.274136457,646422.743308116,927184.428711448,1268095.3842601,1017645.85960104,726695.745824755,512409.503297898,568682.477576843,1454331.06273234,688512.519160514,658353.319735035,903918.017462316,693740.276601941,1080098.15117031,700636.782104911,769008.160255709,915786.664249019,792383.710961498,680570.792228082,778508.229125946,736554.227890703,787872.738066532,876919.210942443,980096.238956947
1026.26216,0.585,868899.912005271,666348.253948886,873044.583019797,1233940.50790036,958377.583130042,767503.777210953,498750.986708056,572384.258871497,1380805.80158894,667102.938513796,711083.955652553,777960.837867881,726594.810290601,1054368.04619796,689760.142264792,706801.173712341,909798.920675842,766361.176494519,702292.426928828,676894.01745115,695399.460649586,657035.327953709,891834.356133397,920510.685332512
515.29187,4.302,10007092.5750617,6838814.74097045,6198396.57216636,26099963.0674605,8368305.55113077,10348380.6661663,8139415.19271397,4337511.65462663,3263912.03192903,3334377.60588285,3137263.53725525,3364004.66441543,13556899.7039451,5078030.89841627,7704628.12849916,7916456.02508558,22187644.3881277,31175629.6298138,3121166.15467972,3115074.21700913,2059516.05518757,4144852.92912891,5541305.12052042,3760787.79444668
314.08593,0.589,808810.717579703,661072.273665701,870812.666559771,1216836.64720051,990015.573617145,736539.386111471,534980.044431089,677998.23265772,1184715.44981492,725597.727096645,702850.704456765,787744.859346565,742672.709455372,1085172.26939889,688564.652661431,649741.843729461,846312.470648076,667768.114479067,742422.905968863,792658.29726752,707912.562732962,674693.465550038,841875.087400374,940236.559192015
279.98874,6.736,4067745.57310304,5142805.05558674,4550495.82701627,7326107.51908998,4744868.14277773,6761544.56043027,10308352.1323652,5201505.30915141,14442658.6316266,5924235.33972045,8561088.21838431,6029023.04567087,5761900.07522249,2530542.82178846,6873802.80752775,7157063.85990081,9139337.70155438,6104823.66379425,8902122.43871918,9853200.19156246,7068923.0770686,8398984.28798561,7689343.55166539,7012785.13867401
408.28788,1.061,646828.97150443,1600198.19915336,2076606.50314907,6425771.15385143,1691809.60967274,13034636.9404808,788837.989196468,365659.590625758,265561.060056047,99856.854805968,113105.130894713,92416.2881994591,5296253.77074714,2948830.60379555,3616396.17298674,4981881.96232888,10153302.0475295,15523931.8707652,405055.921259354,35693.1402267532,307673.630630359,210925.613305253,258791.850599255,365467.9034988
480.36406,0.544,22696.5799717816,23178.7361578433,19251919.6040254,22816.8668207262,22481.1742276027,24348.1531366017,22552.8123520738,24139.514006562,23091.3762569021,23203.1253256033,21914.7205659406,22316.0575467031,23109.5078789695,21283.582396698,22708.402844695,23531.5051649049,22161.9938543911,21826.1530452186,23545.6479316256,23636.1673344046,24592.5632861612,23728.6435453124,22991.0999357643,23158.4579433417
187.05205,0.617,17907684.5367242,13141605.9617109,14138825.7512706,12513247.4905784,8668169.31557572,13245570.2468006,11495430.1007485,13275702.1319976,11010013.5478666,11023653.189498,12236863.9856587,11886303.9745788,9736051.00077525,14635328.5528722,10588599.7082632,14416970.1326329,14649707.381766,10795656.4714777,14295064.2160084,11460129.9056613,17295459.9582856,19413430.0371957,11387060.5317989,13700194.7088847
878.22413,0.587,812142.733408171,504099.705261389,879280.979505947,1059812.19544233,850613.614197359,609523.023873625,363018.218561712,503343.766105773,1268492.44030712,600655.704945143,591776.21771299,729435.910963914,626776.954477856,950817.105479973,602282.395254775,592631.200646691,806156.502765603,662267.901676836,643603.057681527,679156.842777202,660027.055619826,648241.337457316,792667.389563987,847058.293442434
224.03521,0.591,947660.032483623,890289.124022704,1251984.61759054,1529583.6985208,1298142.13199808,1029993.17229366,653463.752542104,638037.121132024,1388618.97364697,898741.254763188,736150.338255829,984024.4521285,876774.141159754,1759960.57612001,869493.733628597,695070.249441507,842164.743376001,767658.683757812,788947.848088318,1094586.35820233,999399.094908119,905015.219563207,809186.049709931,1386926.08128295
250.03943,0.929,72215.7092251723,63737.8770000275,22608311.2876058,79171.9980754133,55727.6403041526,65224.0413538658,48183.3459743268,55390.4422285211,40707.4233631523,59422.0532735955,51662.0646474069,45920.4015186564,44360.1170401579,56817.4646722379,55603.6201824204,66039.7364059021,47960.0471252682,49959.2422571051,70927.0072408951,57099.4444617721,78312.4608955577,50461.7896797246,46975.7858624477,39894.9330152051
513.27619,4.101,10516692.6172454,4852052.50415232,3719066.3006119,22739807.75168,5215169.13360348,8748649.20942136,11958883.2549839,7547047.77359071,8773954.62944661,13943404.6228262,6643906.39400782,10298599.1791942,9023062.58692947,6782040.81889831,5716290.42718102,5285434.65494894,6704589.99632023,27273652.4870536,5654926.35777367,3952926.67543118,7996719.44951232,9335535.88622402,10022401.980888,8444680.62882111
513.27619,2.732,20559254.683695,15128976.3123642,14606266.3645011,36553040.7794127,10510964.2353096,9528044.3306549,10451935.0899207,5715726.57195152,6830906.89158812,3444712.82052654,5865902.09074537,3775100.8908892,14051563.2830607,9912891.15728078,6169857.97649005,14279692.6212067,34372869.1601741,42959648.7966188,5682472.66681441,2511547.88377549,3547136.88438491,6063066.67735411,2733172.59149282,3315764.3930486
320.23853,0.805,13589129.3868338,639720.231427614,353601.004575741,50358819.067461,13296760.8541169,1988773.66520313,856207.876549335,614412.240469392,608879.229395834,24398.2929151225,63267.3598752654,1738422.63381679,11570376.252738,807110.564634165,25167.2480573927,391202.141831936,23209.8289614865,28162.4127784968,7724541.20573903,5800866.95529495,2714094.38374623,15427365.8275463,10051427.7489969,1930267.21306888
188.04837,0.617,73551820.8945857,53835071.1256489,58177385.1470308,51330286.1129696,35647725.6441824,51957060.1223221,47484256.4701291,54273270.3636121,44685448.5607753,44830198.4873348,49182781.2332837,48836558.654653,40593791.7737475,59370450.4550959,43133073.5365619,58724855.3540344,58232704.098656,44037840.9693077,58845407.5286037,46746421.5341811,69547256.2902086,77351446.7402107,45910362.9232498,57033639.0506179
499.29722,3.084,57453417.32367,50158108.4590855,41209218.5188678,73689186.1771695,67453658.3238321,41912527.4539102,45422114.6759642,28475278.979019,31732981.7581108,29381862.4342148,29101772.7388664,29405254.3037608,49508496.4777706,36210483.938502,32733216.1144514,32994757.6337166,81434928.4780295,89448518.4436624,27922086.1061275,27327329.6281022,18647994.9790938,28971908.5419195,29431327.1029662,19683971.6772552
306.22297,0.817,28607949.1959074,1313260.71092377,720173.050982219,111542149.954008,23235596.43942,3798404.74871252,2353115.17433795,1166308.13239556,1315642.74905049,55501.0252102402,159170.778874336,3702494.77748355,23912429.9777014,1710510.89972343,32897.539916406,842704.60922322,25827.6250141951,74739.6242689972,16248179.5366597,9767596.97332091,5568811.74549282,29587315.6985722,21232830.3465439,4099581.38873552
256.82945,4.784,133040597.433336,141617744.942862,131715453.981114,149643053.196555,116710040.954125,88494519.9972856,204057303.529657,94308032.252813,79453731.2973569,141055608.731579,149609257.660792,147187890.684346,152213854.213998,158742496.700247,162501583.945513,144272260.645934,144325546.084348,67810095.4228985,89675695.0049218,127449541.862111,162238143.548504,59980215.6232652,92338874.9956035,149899256.4691
292.20741,0.83,47241557.7110656,2338074.45871041,1230531.6879913,163304171.57841,41687219.3967137,6711084.69335906,4624303.10153689,2233730.36887716,2025613.8278392,70503.2713740726,297307.748648425,6940097.50715658,41130864.5525481,3177508.95282577,104925.30759975,1464206.75224085,129796.008528317,137332.143712117,26355021.2812094,16981186.2324177,9310980.63025113,50963348.3940289,35262592.2620144,6794794.66786506
515.29178,3.944,31956981.9322293,31280023.9406445,30610104.1388298,86052616.369736,35942987.5966212,58955856.2643552,12445701.1051001,9317408.80652389,12471540.0525554,7142944.97677894,9625726.71893225,6035214.25683617,35247319.803735,20347225.1340227,26243309.9078699,49361837.9630441,114722624.547127,176227593.578388,15296494.6119222,8194930.96002292,7846929.78448952,9318785.5914079,10586202.7871164,8905883.82200729
278.19158,0.846,66104478.9848792,3323773.4275348,2036892.68391414,212782826.723801,55340916.2900145,9303722.0282419,6396210.65323838,2740874.54511993,3222024.39119736,108800.135478458,477926.329328336,9803297.13181387,52299009.9427111,3440648.46050913,130763.966580432,1706765.69076619,158120.672806713,167810.089537083,37019416.2682542,21900624.325231,13797671.4859883,69096521.8002834,49123089.5789834,9636459.51888054
201.02663,0.519,14996883.013953,17410461.3646745,13832502.6266986,12390039.874032,2360691.96171608,13049901.5969227,16220998.6321181,17070428.7845837,16311735.1477828,10735469.124372,4998909.58099228,19777480.3140916,19207725.0282865,5616325.3059833,4224741.33245965,6452397.65771326,3687437.6861424,13049344.4545415,19937001.9893113,13957840.4965469,18269604.6518348,20682288.3044346,17996104.2481722,7389891.41229811
1248.31805,0.585,534026.438423981,445081.138736683,501100.727364622,857734.752134256,656571.7403432,527067.013861788,281386.049242742,360147.032093615,827324.209917067,440749.283795491,389037.196028851,516162.364331485,465115.612806009,716381.902886291,455790.305569356,518386.213944289,602980.012332238,498000.544524981,428429.263896897,472855.873467562,455375.107228472,421074.729658397,593783.061191384,658821.644342055
220.85223,4.716,7415623.4621981,4446342.40794699,11469664.3414747,8326262.76416366,8579179.57858622,7020586.99296299,3900316.01052489,6892152.58747349,7480537.87252854,6503155.45199963,9240397.60432926,8355215.4184446,4989635.67487033,8353212.04944418,8317379.00300836,7309044.67171876,9420924.90178255,5015706.95230018,6703600.56111566,7407681.01488694,8229710.80291564,5866533.50415079,7295668.78697172,7330378.94816461
448.07161,0.627,278220.136478279,242264.079036538,648999.854987348,666292.002059655,426323.801638073,306493.991299043,232261.423882571,309384.614239458,477466.134543355,303855.747131962,176847.339017207,266182.310647748,290102.308872316,636558.864509623,441314.315838951,247175.900290943,265013.25916558,232807.834322477,401044.634014783,495635.240411011,386298.601790651,193221.188647144,309909.758027641,330917.435883526
289.88426,0.879,1754824.36683755,1542425.90094766,626436.508634995,134040.558133319,289538.116167593,328876.827139016,176549.051803533,829676.160937745,526280.511432528,489679.536128958,836133.125311375,749762.37200706,4285637.20392933,1751676.64589038,2195768.04410542,919979.911597847,880814.952116756,1234649.52043527,707435.420856653,512322.572542988,175869.704399839,552209.494341072,483283.030887025,521389.315387676
300.03373,0.623,157084.41238549,225232.55175901,485370.432323325,380670.81406349,258689.823968361,182941.22499663,170687.419152522,153113.976732885,213916.60676695,204936.735596153,124556.708365895,166921.625725564,165156.161305676,399318.919763892,268959.473808221,160669.128266519,166796.331507363,122573.293514577,231940.979151963,259048.343852005,222746.344558081,162764.301411354,155553.01370698,203692.495798706
226.01448,0.898,224417.822714938,224438.956543926,316614.204122808,242991.687933988,342806.351055332,302909.222642485,182737.951972863,227749.632452597,312683.335730477,221368.344543782,235107.900318099,234915.233194002,205238.745767657,287036.410343212,269417.681249171,250637.64879417,213828.655195928,230782.861272736,282213.407755142,293404.400835553,190221.940095393,203215.344339205,292360.300457867,253630.828983576
292.20738,0.726,1219451.06737099,48482.3888451431,17499.8099942656,4526171.81508219,1149418.33968513,194136.493191086,117735.205780837,73044.2247437454,26993.7203385663,17570.3905682759,16061.4873593827,132463.506839511,1126401.68581868,59389.0111810096,17142.2236936081,32202.8077025049,16462.5535585077,16915.330342128,762017.547741073,456152.206069577,272930.383350514,1405379.7441489,996691.612627351,203024.124590402
144.00465,0.948,166385.386482374,465471.831702958,304752.668433996,242380.956067092,493566.356289867,309566.829486027,267954.49288021,329403.972192939,683939.629565509,78871.6400586858,319662.918325363,79711.0537016757,288692.552133927,261495.941577001,371171.381177506,408933.319243251,99524.5935029543,68862.0036082429,338222.296929173,610404.061063887,515781.296476526,570914.887192699,294825.147609354,320744.44477641
531.28712,4.945,376532.898947674,394508.241158602,53310.3120258464,1511107.05162523,340234.932485245,410024.453611168,41503.714871818,137374.416782342,471141.889629503,272607.178275324,86650.8688943558,145278.830598604,147670.037132804,440720.65692549,338242.341742184,928414.852387594,893123.402113595,4896330.1987474,86761.6081508601,60679.8426071014,200580.954800313,203915.090611011,199705.848113359,121046.764589179
598.43049,0.825,724676.640162119,15097.3358841936,15676.8818995063,5019585.01134831,540990.527934182,15241.2686956044,26167.7273974532,14747.1581208389,14711.2164393712,15485.4743818563,14190.3543224348,20387.9302242338,538039.778586218,14784.1301384723,15608.0778558171,15246.6105901314,14244.9167350788,14617.5705566594,262587.725744344,111534.600071868,15854.2669826836,938761.557716198,524827.653314128,21334.1304088029
256.01699,0.619,3725783.14938059,4705286.77027709,3085051.7907448,860341.492056201,940613.598254868,907266.538506463,650854.62171671,687069.046923987,752250.961022423,704193.821292678,1095680.8391276,956038.818570779,4863266.29219476,4767118.57925544,5317249.17377986,1314607.58472744,987845.964957081,1239484.99515197,902891.547966491,807951.802246178,692606.480465982,1139949.15040974,603629.138014108,867422.77439415
1471.37691,0.596,175249.750053795,179859.374132101,75531.0638431123,335021.458770048,207315.518477199,183506.231889356,53799.0620307731,78797.0097632081,216497.80803437,76121.6483493342,84908.3971295778,132390.56386444,135647.61266745,232869.093675159,167409.285363904,192308.112789913,187319.771915068,209114.238503404,179107.147529588,163602.698674124,166383.489805469,141172.064350646,149438.688256415,268103.511573488
1323.33821,0.588,350078.579259005,350565.717722852,271092.930313268,600327.157453489,409543.277522606,319121.093419825,175906.439891729,241662.037962707,515442.671326949,269540.241828651,286092.480052091,323161.725958979,304294.106385419,445417.717679804,230689.453618396,315052.697721611,429966.362479152,341599.805906503,319029.610916717,333460.219154847,343347.155911763,273562.215044837,352855.139018694,442891.767264125
222.90963,4.78,4064459.31294366,2430434.15142304,1830317.79426571,3693916.24413909,2911760.53328665,4612696.83412458,5886390.77665961,3028537.77843851,5740621.69838105,3821435.3388094,3030930.65463543,3355343.16379755,1387968.10879628,4061273.28315211,3749396.01465093,3241491.80977172,4877869.62009382,3852010.43475329,4524470.56897856,4349550.4816034,3553363.56545276,3833807.42693821,4775313.70044453,3725949.88004493
256.06952,0.648,2460942.3524792,4874160.63534208,2216170.24122471,6008558.97787759,5486940.46932752,5017739.57205124,4210229.94463009,4059181.4604548,3648791.43665872,5311091.69266239,2290466.82218668,4116803.9083504,4935365.46215505,2929535.60984534,3525173.16021652,4512811.02626621,5357746.71709708,4006345.80584305,3896093.66592255,4415131.53520364,5389341.73173937,4177906.51290412,4342612.04422683,4957541.54826357
152.03214,3.299,1163122.21507869,1035378.35186857,775577.30056268,1933278.87341261,1928274.46071005,3993580.75077434,1996883.38533957,1868279.47760094,6091314.76895027,1922121.60560726,2985643.60109526,1947078.676491,815708.462942946,967274.840244837,1209116.82097769,1977440.5065917,2560710.19764577,2132041.44624334,3325053.38524688,3023822.22016389,4726609.58574022,3089774.77395849,2898657.69880429,1265357.81418552
310.18159,0.605,6108109.79138179,690105.080738637,605589.574104619,1455483.81500879,713876.800365008,401428.171951781,411875.431618691,875382.22188599,393508.660771185,940306.909155499,721921.518501319,940437.079466007,535971.480172473,3342381.44210247,310711.85291774,419024.857637855,646409.870496796,367375.821885975,1307936.68973231,417553.984544793,562621.171681863,712211.927387932,440455.08080369,609990.121542299
1397.35639,0.59,298683.305315082,339586.320240114,214323.524815353,480406.454847841,377404.124683695,270562.068371507,109284.490225749,231352.686686726,394687.981000201,191661.237234864,207338.648202785,301529.302937276,226828.966112803,382487.556608798,201824.176401097,288891.460648869,327744.016052922,302337.180139472,264044.234403659,227859.859390995,206553.019149935,213744.709783993,315920.407144651,355720.879644539
804.20547,0.59,537202.333286382,364877.397620957,726391.966589244,781856.475328509,556687.383560647,474025.648036433,221447.871422084,321908.711812312,818701.682463881,434626.089575449,381192.50851942,489486.651023074,394616.779047628,641196.154388619,435051.915411549,442240.567732183,564047.688074722,470731.395755804,423786.923806327,444402.607453233,457490.308325235,395790.198307191,484256.27137077,552978.306154743
313.10247,2.542,4389482.40270256,1591798.65030982,1514994.6047948,889591.633438427,2929254.90024602,2438547.45012111,656249.628219298,645159.012915874,1880808.74651491,2785197.79687226,1274860.14307972,2815427.32199268,1763334.48800891,1869126.08952378,3177951.39563973,1378132.74036847,4615889.63640926,7017751.88032748,2462382.58586477,2109253.7259881,3529643.47116737,1749075.17241592,2479058.31744515,921537.546045147
390.08407,0.625,235078.672214767,270776.854943616,547118.813864167,556041.38495327,439750.687795966,277481.695654718,266682.645571153,184614.310403335,307828.428623234,252007.167557896,202080.16940293,243943.668722907,293863.755597279,764524.733381243,378903.088787876,148351.735255615,229562.306210668,174465.078107807,295305.366789714,415549.004936249,303406.847445599,196990.068545205,222482.286555391,283246.032189215
1396.35518,0.591,374913.073727569,373852.459308561,295154.186734061,548718.921299881,422606.025799322,341390.267859431,152836.50708988,256327.636830839,522527.263526352,229227.137823475,258839.772224624,344665.089441365,259073.092158605,480889.014972662,236603.576994627,345768.32775181,355680.574461651,351812.995082177,316725.984583549,263873.783824993,267827.912320129,248939.616830635,377837.286695989,382348.483697822
129.96554,6.153,3437522.32869633,1873760.4857264,1633716.61189813,4520269.63736046,3631010.16442613,7026276.81360948,5122922.74668933,4465352.33346995,6778510.3187709,7039713.14800702,3626503.32084513,5027718.89078735,1739572.49863051,7636336.51047825,7614679.02659937,5017373.71310411,5447480.66323817,3731947.75528573,7197188.23181944,7215788.08541557,5855820.37946752,1874356.48170963,6570999.7128602,4803541.64611213
316.0651,0.636,326851.755276358,338231.886559133,785995.31290579,571788.294883928,691373.899481395,352963.055544084,297006.100687224,326538.937773932,424945.934299477,415123.35104214,275198.157219239,329662.455366395,520758.896470164,900387.004099891,620389.379706595,309632.81627156,337676.512722372,308107.693491368,508916.07992456,510827.467325061,385904.506758706,439713.28419633,310881.048409679,458129.417347809
497.28164,2.233,4874442.61236147,2502828.87083906,2197105.61955437,7960542.26861021,5252218.82449322,2276004.21904445,3709848.26005085,2215727.08517308,1684471.02561923,1386433.27198809,2273134.28677839,1432129.46639742,4407542.83466391,2550015.65788331,1584226.953337,1868757.17242907,3726485.33876857,6270059.62232206,1766430.5076644,1171465.02688635,1192928.48220115,2464720.295117,1373991.83933417,1351235.14254514
1322.33688,0.587,438684.431115395,422717.94945271,348261.113721705,714741.841848181,468338.2826159,384125.971174468,250443.515780558,300025.264200895,619589.528167164,341023.469786876,350940.226740272,435682.805693556,428425.722413125,549988.314299912,347838.775175139,398294.889256224,481945.211663806,425599.063679406,428449.484488049,361450.906406996,426607.383839509,344678.100632329,453280.496733494,506624.308321823
159.0884,1.244,171013.107621672,115002.672871883,61942.3376521593,3034459.72722422,935462.332936504,8823821.861954,101313.918912087,322791.977245569,4012689.68937587,2660658.06909334,89823.3974134063,112063.752098061,516227.251029079,1339360.15263226,2769219.12501505,1968844.1515568,2457326.43088957,134180.740213767,4426386.90095263,7681435.64758621,3430238.67539423,7440888.6537582,2690840.4434913,110016.440034995
340.20724,0.716,4319630.3479614,3061201.36197199,9104094.94410931,7162024.37775621,3203144.40250456,3127384.62907541,4121867.34453963,3592406.09968954,3004608.61554957,3086331.65644457,2204969.16790788,8929212.56250871,3394453.29585444,4138278.31399531,2846344.68750318,4070197.38703026,2944367.2522286,3167858.09989628,3466701.53882162,3276917.07830199,2949811.03908861,3466857.48543188,2541500.0550292,2702434.93654395
1472.37482,0.594,141781.172076807,98163.9250518571,67269.5311486115,220522.242825498,131909.953159952,119919.634002744,45436.8653674974,34860.5524569894,199119.847890133,52559.071032525,73833.5169549338,99277.7410311138,110359.711812295,169297.264984669,111397.554134012,130497.509744421,108918.417847676,148864.432348364,79766.5391210837,117480.37077974,123752.232008617,96649.6035245321,115210.311645678,204480.662057645
515.29171,4.778,96241951.4734481,99544504.4137225,75551772.7877093,200427299.199417,68559121.8751413,75221717.0976,122405779.229777,90237497.7255832,84596745.2740055,67302020.4863277,66153737.3371568,86658846.5920858,153522930.090106,92141972.0291433,137147367.732305,85822600.3107284,176852423.46684,274261446.355963,80841084.1150399,53505000.1190872,69236137.5192606,68542205.7518338,85112112.1081176,82470419.6624386
