m/z meas.,RT [min],Area (Max.),Area: B6_1_ML_nonpolar_RPlipids_pos_01.raw (F1),Area: B6_2_ML_nonpolar_RPlipids_pos_01.raw (F2),Area: B6_3_ML_nonpolar_RPlipids_pos_01.raw (F3),Area: B6_4_ML_nonpolar_RPlipids_pos_01.raw (F4),Area: FVB_1_ML_nonpolar_RPlipids_pos_01.raw (F7),Area: FVB_2_ML_nonpolar_RPlipids_pos_01.raw (F8),Area: FVB_3_ML_nonpolar_RPlipids_pos_01.raw (F9),Area: FVB_4_ML_nonpolar_RPlipids_pos_01.raw (F10)
661.55618,7.418,11550144.5923536,4486460.50852707,4292262.47164895,4618447.7961638,11550144.5923536,8164427.38053065,7723617.38854624,6429704.30539878,2959098.03972245
929.84031,9.743,9217088.34597682,7097116.67924239,9217088.34597682,6483709.39726658,7112430.92057206,4891163.99621193,9030727.61332142,7462555.03260988,8580841.66493442
889.56698,5.526,9104018.57964126,9104018.57964126,4300020.05696227,4301681.36658694,8235254.98221469,6264593.49183481,4946414.77161955,3367375.02806255,4090678.86126505
966.70816,9.52,9743815.6750765,3812268.83461032,2297737.97759301,1255402.12954893,2822860.07516443,9743815.6750765,4524892.98724818,2664980.60597969,3368086.39339865
906.84075,10.134,134365108.445543,74804449.3598903,110296722.091769,134365108.445543,103267220.682935,126529629.222058,71818398.8425352,103843979.436437,66611174.3666271
562.41564,8.72,10734037.5032195,10734037.5032195,8289623.43507029,8180246.91081274,9371311.13028331,5553135.14245114,9771758.32239661,8121747.67700295,7805341.40369899
751.51672,6.04,12632252.3618825,3472625.17229936,4031998.29239457,12632252.3618825,9784216.12560603,7281243.56622531,4766054.60499406,2948667.28857813,4463858.7947478
747.5783,7.434,9785298.90556923,8209017.39516863,9370308.00815666,9413926.8575033,9462790.56777709,2175103.8563954,9785298.90556923,8347029.01443475,8251525.4876793
1066.93777,9.283,9847213.81025007,5684252.32219226,3157259.42784382,8493562.47420148,7996292.01606335,9847213.81025007,6577692.31945167,6943762.06436492,2725418.93851642
453.38218,4.23,9855241.9898276,8858947.27693767,3244123.78702977,6197581.31336148,6230729.91003416,9855241.9898276,3294595.2755561,2646448.30294435,3555693.65294944
795.50467,4.764,9943987.59061024,9943987.59061024,4301214.71776603,6926242.98352512,7876818.6340862,4903524.00335853,9380369.7914914,9892349.64123229,6351153.98840711
612.47298,7.2,21514483.0342792,4227933.73097816,10087430.4968778,9028355.84685249,21514483.0342792,8834528.78331973,7557468.86589508,9276462.80392304,6682389.38226266
745.55297,6.706,19677167.4960992,10435433.1053767,9939786.96922719,13270866.9530302,13581905.3729955,19677167.4960992,11460888.8360025,12512754.7675793,8786172.1323944
873.76921,9.594,2460850775.11564,2275663768.68844,2460850775.11564,2144833941.23629,2263578726.22985,1431380499.52938,2099240912.80662,2195402658.64788,2302673979.59182
863.56682,5.329,10358104.5304449,10358104.5304449,7907752.15912621,7898467.69688359,7555198.65716925,9002630.33216118,9235199.82827748,9720463.72936025,8617509.43443107
565.48634,8.456,9988256.00017339,9988256.00017339,5518718.26460845,8966633.41390796,8179555.94856858,8239969.37175205,4787296.24503919,6500560.8618375,4488377.13731559
936.66154,9.107,10039683.8288029,10039683.8288029,8292926.52493753,2795713.22519618,5710715.10367945,3464056.98994605,7115503.24404431,5804895.93554271,6166200.23034945
933.79228,8.795,10842548.167829,3245199.35026984,5901677.26936646,3069189.73547759,3357139.48619436,3704636.38048973,5913001.10719826,10063385.2787465,10842548.167829
838.63261,7.474,12402874.5518621,12402874.5518621,6917725.03635216,7880861.20392483,6567248.7460644,7614717.7242867,10041806.2840818,10089051.9074523,8703747.56373056
696.7018,8.463,11501129.1953983,8846456.40109895,8219125.57076164,9354025.18372919,11501129.1953983,8486564.68035593,9107616.30820234,10111065.0854779,8472498.24163215
963.73214,8.981,10134642.8482762,10134642.8482762,8024632.74030039,2494576.3874099,2281024.41980429,1654792.46697978,4796932.12529693,2352838.4585562,4852549.35606304
661.55461,7.62,17197069.9016581,17197069.9016581,12658023.8789882,7848017.0632305,1138169.15233066,756448.303175498,7168758.60336956,6662100.32733375,12282280.0539829
747.52044,6.215,10202408.0534813,8390052.99815611,8776593.64574026,8421403.04909989,9160429.41167124,7924747.20404624,10009895.1634291,9890906.32018918,7292608.86946353
877.72364,9.277,2702072845.20757,2057286572.67389,2702072845.20757,1432448697.09584,1525014117.87947,1057237343.04277,1574004746.31563,2009666104.81727,2185952778.93581
946.91093,10.811,17911047.1924627,16599462.8902288,11006361.4975876,17911047.1924627,13528888.5647666,5605279.91045744,9774462.3278856,8473188.13999488,8018745.94122252
644.5356,8.237,10286136.991074,8336984.12561843,10286136.991074,9133323.9377938,9224935.45934545,7752317.97365049,9870807.6575082,10095502.1916069,5812883.9604531
604.5412,8.247,20311392.8437239,10331199.4622118,18590965.3042934,19487886.2328249,12672295.0721077,13027162.4220802,14716626.9023373,20311392.8437239,13133302.147488
861.26433,8.194,10541193.107091,160870.102378708,143982.737011227,178700.261985559,168074.668862378,181013.42197124,168017.576159513,166430.915053505,160567.256444321
1120.01445,11.385,13954851.9027831,9701725.51040983,13954851.9027831,4361096.45102016,1639015.3283008,179336.932455194,4509854.19738415,4380444.42509553,856316.798452802
905.87819,10.898,9663964.89028292,9663964.89028292,5369515.66674168,7396898.00177936,7057158.83959891,5279419.69741637,5098154.48427412,5566697.01141533,5062588.05444755
894.87834,10.757,12274439.1635002,10947425.1983195,8185052.37662184,12274439.1635002,9631633.34376651,6669544.15292285,8143226.4839698,7178925.47849744,5393352.4474806
537.13771,5.066,9107287.9187167,313232.234029044,290752.240489013,349046.880092851,407225.927090251,339765.431764614,383888.891331122,386907.50364214,373347.10173614
811.79037,10.25,9107853.93793518,8230807.35427225,6125655.03617035,9107853.93793518,4898381.53513388,6259450.00551849,8317283.70013699,7633288.06101252,5358471.61913028
625.60127,8.549,12830380.9584089,9154136.35328514,7035251.64587367,12830380.9584089,8939871.6141301,3531382.13705493,7954436.24477313,5906467.74654719,3603684.85401315
848.76769,10.069,11653930.60556,9159205.05821134,8218133.02730244,11019908.0097825,10275250.0858213,7280089.82446521,9236675.09676412,11653930.60556,8134417.07594917
777.7484,9.7,9166631.40554886,5285239.76013491,3530296.96892546,4922698.787173,9166631.40554886,8251306.9547426,4235064.52155191,7036709.14515722,7821660.91144295
1027.94529,10.388,9173328.03525818,5577997.48355485,5813111.51158753,6521433.49129205,5789295.14568913,9173328.03525818,5144529.91618686,6394244.63184585,4408111.19655467
585.51576,7.031,9197611.71052141,7032580.89681349,6005121.72874081,9197611.71052141,4429432.33024429,5256067.89908597,4757335.14160888,5565237.45180624,2601066.8299534
773.65371,8.888,9226964.7080239,850696.910061154,629471.764475083,9226964.7080239,6659449.84044171,332836.332889987,695092.371829876,3181014.78712757,2815504.83660447
811.53646,4.945,9240147.42486365,9240147.42486365,4840168.44433804,8097691.65113316,6834130.23851638,8172958.696605,5414035.22413344,8500522.55345482,6936392.85882588
795.5047,4.916,10677362.1682727,6765486.06210453,3260005.65452266,6258472.14754926,8149484.5899145,6482964.97575739,6556806.35739511,8415218.42816889,8494286.56324418
623.5863,8.257,28930313.512054,28428871.9446605,20295996.0753515,3142759.78849874,22255029.420029,9264800.12880532,28930313.512054,13687387.0967899,8963318.01581394
929.76851,8.322,11449401.0211239,6810708.13405911,9269849.32652266,5160989.61643286,5069558.40652562,3384384.55895512,8083733.27835772,11449401.0211239,10294492.4450735
1154.31767,8.938,9958913.02190757,291718.56746434,154297.654312885,161999.538153687,92600.0786727642,115842.827179291,95167.5455792651,94516.811118146,85957.0265371065
635.65825,8.874,9321230.81664448,8679985.37239705,5822008.11715621,7707060.86377887,7681656.86508399,9015043.22978488,9321230.81664448,8097741.34738444,7343477.62885697
971.92467,10.818,15842314.9092423,15842314.9092423,9762309.9296694,14661951.6481935,10228506.7853001,5724997.59362346,9352691.42588699,7501420.74453173,5231132.11165985
1094.98125,12.709,9413974.47879722,6666908.71532142,5928692.58711929,7360917.04444814,6219418.7231761,9413974.47879722,4434058.97313544,5960997.90833059,4200355.69974125
741.53094,6.385,2113041713.35128,1519806964.53916,1396045562.70872,1676796715.52805,685597423.549866,2113041713.35128,1427564092.50948,1546660196.78687,1550545620.14444
838.81045,10.26,10043417.667689,9436500.84576328,8416799.75992521,10043417.667689,9377793.90842768,8904096.01145217,9097163.66677272,9190265.53041284,7491896.47094979
996.79661,9.3,12924716.7161851,9827284.2790091,8078233.40722293,3069774.11751101,5396702.18169827,12924716.7161851,9516828.12720805,4574851.35753153,5790671.62677976
971.88225,10.545,21124949.1132748,9543235.05135756,13457924.7071749,21088221.5338441,10953361.34514,12157474.4136062,14250012.4579763,12212145.4680347,7715372.54170103
893.17973,7.122,9567109.37293037,209279.187149891,199389.277569723,221685.440576628,229548.92329802,218898.937552442,212086.649841156,222366.426157244,181268.482493317
967.76411,9.015,16326196.5097923,16326196.5097923,16053491.6826402,4562825.82103493,5410346.33496563,3363756.29198589,4848842.73633254,3765443.32842706,9598621.52456668
866.84577,10.5,15741282.5158119,15741282.5158119,7782462.22418436,3013190.9806531,3750384.9412441,10744432.015785,11493945.6246615,9618593.26704639,7875505.31543041
576.41792,8.824,9623163.949904,9623163.949904,7723163.21526401,8088207.59756929,7051114.08474462,6366982.34040025,8127337.83629385,7320906.30269532,6479880.55766114
588.4732,7.501,10337513.7560944,3878550.45273306,5166741.34470418,9627469.37858452,10337513.7560944,6487179.14219681,4489976.64009376,6376134.88924968,4045345.10634564
678.4624,7.205,9094575.57685586,3779596.78426786,6630908.40715081,4260755.4086798,9094575.57685586,6159985.08197464,5882325.70320839,6394371.58536611,5702915.03971528
692.53414,7.823,6661768.68693683,1617408.84673683,1709309.63453915,1685508.89751787,6661768.68693683,4238555.01145135,3581404.11509302,2201400.57587892,670858.264400987
619.51818,7.318,8156783.89656505,7181314.76872249,6018312.69359528,8156783.89656505,5871209.42702066,7703496.77839187,5828355.67575545,5528078.90948852,4390243.28703094
818.56446,6.676,10639706.1764473,8845550.73898145,8154998.78976511,8507060.97489656,7639249.72596159,10639706.1764473,9019002.32236933,7120835.19130579,6783772.0126496
638.63304,7.837,7049079.92658278,5712969.98912226,7049079.92658278,6439841.13385572,5524566.60892128,4698493.19819036,6664439.67959748,6981306.94508325,6783936.18416804
1171.37196,8.418,7068845.11769213,83071.1832432355,77079.6612793373,86653.8557949033,79890.118467158,81341.7537894443,74250.0242381177,86613.0382563541,76822.4249205122
705.66343,8.876,7087618.756668,4687330.68939581,2037443.024942,7087618.756668,3387911.33939205,1953234.40361607,4489235.31061727,2435947.41319928,1766468.36270588
803.64119,7.497,9412724.12692146,8237612.00584873,5572739.1007112,3108792.53050645,5507407.34781848,6865110.31497702,6406272.07819719,6294919.7133469,6892433.02263967
2051.57131,9.158,7118186.81613229,184470.699587193,196189.690783238,112964.641333959,120532.430013283,86258.4829097091,128646.323414627,120514.006207935,147381.222634851
749.58451,6.694,7128539.40866886,5954822.58350187,4707862.39486677,5171957.81608443,5252015.48992249,7128539.40866886,5677362.06716335,3698840.39025038,4832706.9327993
643.55455,7.807,7153307.62410713,5075562.09149995,5992730.89449279,7153307.62410713,6174027.76953891,4283843.36457068,5274785.08391635,5550296.94029575,4272371.45508692
620.53783,7.906,2986847791.23285,2061967066.1634,2448408721.97871,2246274632.7631,2931391693.66242,2058340512.86051,2811414361.93429,2986847791.23285,2727034053.73084
1015.89354,10.524,8353096.60431503,5860341.63672368,7589719.96190064,7194557.51268309,8353096.60431503,6609506.84718502,5583713.17982903,5563353.44802589,4519470.37191201
595.55449,7.966,10696809.1543655,7248971.65917798,4548295.16459694,10696809.1543655,6097344.31449984,3952561.54443815,7209000.66428299,4346649.33747305,2499053.69053553
1053.29023,8.777,2436339914.16638,17128822.3595651,2128522.58915343,2301756.95210748,4518122.18544653,3059364.06757791,4166034.21462749,5142586.09011055,4261137.21940493
675.58042,7.725,7042753.1792411,6588284.69127865,7042753.1792411,6659209.36554714,5414486.16106888,5675649.2445819,6375930.01796427,6381430.52279262,5111403.97013058
886.74584,9.148,28763035.1673972,28763035.1673972,25279778.5339995,13029896.1133772,11767838.4141534,7225183.94768338,15816470.6752766,19303100.031069,19914061.494588
669.6544,8.295,134976887.660984,9637850.53472809,102010456.690395,126840730.840021,11425908.7386565,6659045.76497942,7746056.56208006,134976887.660984,9249078.60014207
602.52899,6.822,7282708.30390427,5690706.78758289,6236155.62588051,6644963.15843684,3057153.64147785,5520720.62250385,5562289.23051128,7282708.30390427,4224846.04548847
1126.9904,10.237,10348667.9899629,10348667.9899629,7308717.44220084,9223752.37158151,8995617.5692462,7548847.01523014,6413287.83560054,9496509.74466414,6631263.45131274
741.60555,6.97,7318394.00232809,7318394.00232809,5091797.51531218,4526385.03303536,5173246.6684093,4487209.04180832,4786525.74383131,3814154.18291982,3771743.84516984
888.76197,9.279,2272979013.1557,2019367373.64519,2176498011.3835,1242658036.17671,1436992542.71708,764028625.81603,14572711.1637574,16181572.5023244,2112583407.44604
787.66884,8.597,7346329.24813549,1795672.67851064,2532204.24178994,7338004.35458045,7346329.24813549,2085452.72772464,2559944.3684192,3464842.65138804,2641313.67502967
885.62351,6.41,7347722.34826504,4868507.99020803,4625310.3729181,4548804.93656896,3808907.56685517,7347722.34826504,5275894.94972837,5207117.2979127,4742843.41532037
522.37123,8.826,7564078.3972854,7564078.3972854,4593618.65529756,7368525.11455532,4921037.04382255,5358409.34432516,6918732.42765655,5682649.4268685,3635044.59648512
885.83099,10.671,7369199.21257078,7369199.21257078,5749910.78206751,5895681.17932324,5280494.43451061,6689771.93521709,6503952.34654308,4810819.19947664,4260338.55499493
1093.97734,8.905,12041901.0287463,7372518.68624387,5102623.73165164,6595826.64216876,4658690.68787252,12041901.0287463,4740405.10363228,4022077.08427538,4007648.71998554
819.65615,7.691,7384377.00136544,6227450.20703089,7384377.00136544,5016429.3296085,4573910.86704328,6739240.15360468,4975462.89047798,4819854.70716506,5258627.16035159
269.22173,8.177,7234453.55880601,5032394.90245415,4111574.37119901,5893658.33199134,4930619.3996258,7234453.55880601,2951820.90678906,4306577.0352286,2952300.15189706
806.56456,5.693,2830261540.9818,2573576652.04061,2038626532.99595,2256414263.92597,2387930982.40743,2830261540.9818,2233581121.97857,2287059126.95268,1562714502.25561
703.62637,9.868,7664692.33119824,7664692.33119824,4014984.50726713,5090206.06588169,4705515.81230343,7016067.07408358,2901507.43502456,6856268.82346797,2947796.09400427
611.6043,7.959,10361708.9033264,10361708.9033264,7003681.06609904,8855698.21566543,7962768.26173076,10038210.5739248,7035558.36046537,9030521.62406576,8428812.18599224
841.50224,5.435,7750110.80648297,6534509.96827142,6033835.96562161,6785210.68215887,7377010.8369167,7643001.46270177,6666314.52436258,5728622.42742765,4466495.46414147
1170.02953,11.489,6673454.84168967,6646201.45134764,6673454.84168967,1410531.15315199,611964.719816159,1616444.33714442,2390783.89105909,1531675.57461931,814709.265782056
793.56377,6.235,11534822.3931304,11534822.3931304,4534472.97519675,5758710.81820939,9718695.34825337,3970025.56815311,9627383.34023524,11077894.9826206,6673660.25903219
1810.50503,8.414,1374365415.36569,11715250.1959247,3903146.53118122,5183454.17119169,5809017.27163129,4244611.18677018,6680027.36354548,4785433.47032659,6028157.11968519
706.69838,8.289,6690815.82483348,3136453.04830241,2850029.69742297,3242929.37795333,6690815.82483348,3732908.6803508,1826123.57076187,4289016.98460742,4039012.62253647
681.56928,8.25,8159535.3797953,5993214.45614132,5297804.09218781,5235219.67330683,6704695.28901841,8159535.3797953,3268064.9165459,4950300.60283918,4562786.53696132
567.50237,8.4,6713161.22028293,3856999.80138819,4458488.00077883,3768181.71692253,4764992.49520784,6713161.22028293,3390358.02060894,3664517.36433117,2219121.58736718
988.86528,10.276,10256058.6505174,9549741.87148579,8972304.88405745,10256058.6505174,9937499.54865637,6734023.80236523,7646899.4975359,8191523.78103535,6783708.90207586
715.62674,9.895,6739364.07455585,1499680.79530292,710865.398462734,1241427.2817433,1097179.39971055,6739364.07455585,2156611.22075734,1160227.83006738,1396468.04278567
722.72697,8.457,6824792.16852427,6519807.89891897,5720624.92383462,6729124.73511313,6480064.96454094,6824792.16852427,4470524.55568407,4542747.78153803,6565376.86164452
1180.05635,7.869,6843551.9482096,3322921.50422844,4512853.05626654,6843551.9482096,6402020.41528726,3897986.28111156,3295999.13923943,3726277.11569932,2063320.79315286
900.78984,9.627,235251169.514714,155042673.87611,156445163.326348,121360928.164777,171987243.151004,169101761.159825,228962184.319359,178113082.341957,235251169.514714
590.56429,10.508,6861566.17676491,6015897.03321474,4445099.45562939,6861566.17676491,5463518.21251042,4315272.51223902,4813165.47587992,4051786.32898336,2882222.65248956
1000.19909,8.602,6862838.09212569,85227.7521369202,78540.5089864313,79563.9616645849,71949.3033815373,72507.6875015039,76383.0675424731,88426.4558139235,75777.0413580138
937.84545,10.543,6863803.62440799,1632069.60728629,677286.041461471,981242.686573043,429909.507036285,1512354.5223751,809378.008421216,613208.919334228,721761.709455647
897.71909,8.058,6876283.47788207,4447063.79199286,1413456.40371872,5637113.66421413,4411867.7989814,6876283.47788207,4415933.07079439,4312177.31251009,1652962.7391458
540.45499,7.399,9874723.17350554,6882514.30387574,2270522.20562242,4312754.25460817,4785587.12306037,9874723.17350554,2794738.01688497,3024746.62583342,2948356.6690383
923.7061,9.231,14528790.9515046,14528790.9515046,11027131.9993658,9815293.49489023,8536632.27180676,10982127.6737936,10116171.5452196,11286446.6534518,11283559.7942608
515.29479,0.489,6912457.00004951,195700.203320723,877864.624364009,580723.67197934,1333564.98105518,629692.116989267,6912457.00004951,1200090.25911924,889819.638720894
1597.19984,6.947,6917139.47230968,5354216.11121455,4097353.51861262,6169265.48583463,5759072.9608188,5663939.01401622,6180839.43208679,6917139.47230968,6682472.67699943
855.67382,7.719,6919931.67870448,6919931.67870448,6691290.34424205,6082357.53505462,5442333.15989848,4696153.18426834,6719225.08513843,6778314.19247037,4323763.51625483
1133.03887,10.674,7775004.07037034,6448101.69821661,5847084.20853071,7653888.44748302,7775004.07037034,5754511.42801168,7632669.62038168,6932677.72651328,6157979.11661846
508.35585,8.826,6977457.23220829,6977457.23220829,6167039.38164605,6495476.93516822,5000669.39888265,4700285.9538169,6014875.2894534,4939574.96243746,4869358.25357528
912.79172,10.761,6992349.32905051,6069454.3282944,4943197.16289917,6992349.32905051,6653450.00938608,4006470.15769083,5754648.8008139,4634729.70022681,3531669.44892689
901.84778,10.443,315028586.580012,5769757.62455945,6998491.17565263,6767095.3373185,4612085.58202431,153428838.06762,323885.471828018,315028586.580012,161630334.081083
667.61152,8.53,9587622.19976121,4730961.89990654,5734854.64620405,7386544.25451526,7044630.15046431,5662468.07622888,6286536.33995664,5920964.25494004,4248932.55184267
850.69022,7.793,8156330.15423982,6185656.74741165,4582499.90170416,8156330.15423982,6008863.67113467,4518070.11057113,5483780.13739738,6691658.88853009,4581718.90544823
701.63173,8.858,21135802.7925349,5992435.85730935,5533028.1068274,5758519.08839137,5797553.96467171,21135802.7925349,5078170.62187447,5579519.97353444,3199834.81751633
820.65598,9.128,9610030.70832566,3780454.72607029,5297330.04650324,9610030.70832566,6628794.57439835,3801923.06720916,6676772.03744435,6530886.09871084,6904300.16282914
818.71513,7.781,10536781.826004,8747201.4874105,6129876.38288326,9744979.75814566,10536781.826004,6463648.13370372,9162136.29791805,9163731.03026335,5953113.92784373
801.75353,9.721,21234968.1349363,13436150.6103166,9059570.43577965,5472126.64740958,20203817.7957475,21234968.1349363,11904514.9527024,12900028.6602805,20484666.4450505
968.76727,9.013,7764309.81690424,7608912.31404899,7764309.81690424,2214995.76862755,2734487.94956696,1758959.69898065,3984363.23022527,3097290.80003859,5329710.52380665
653.59656,8.06,7782255.76778042,5561467.37568741,6266221.44009256,7782255.76778042,7675960.34487776,5377749.67078093,5881404.55039556,6700887.74616083,2896960.31007451
611.55014,7.502,8851377.77234179,5248140.36482681,5496894.96945628,7792552.85674296,8851377.77234179,5773909.85450682,4614551.00271721,6120971.66598509,5091390.83369903
1148.23635,8.936,7829495.06795487,82157.7634600293,79972.4199696915,88619.25153115,73961.2719629256,78942.5685660934,71258.8063378063,75492.1990604503,65285.1995456428
947.79372,9.691,2200436110.93354,2042858129.60406,2152873212.51013,945271775.488848,1051805415.21243,2200436110.93354,1857644684.71845,1523092471.82193,1619444279.21116
795.50485,5.399,7859853.8869577,6586873.44609429,5421596.12043529,5353405.6114486,6035413.58668558,4564020.38761002,6401783.12873327,7074261.05951498,6901059.58520881
443.37642,0.621,7881624.62938667,6238798.32113953,4844757.03911346,5774881.68410109,5670520.42569834,1722428.57864119,5460061.9945836,7881624.62938667,4303006.90289379
634.64604,8.596,8870931.95034006,8671800.11011541,6283954.19547613,8870931.95034006,6402468.28090534,7526413.82984975,7899787.11102948,6981368.47543662,6628272.62517598
842.7707,10.489,7960450.7260457,7960450.7260457,6040444.28336311,7849276.86671169,6501880.61692466,6899354.96375129,6412845.29685481,6506559.51215964,4905500.10435687
1129.0805,12.633,9841015.82500726,6704107.19996773,9841015.82500726,7721171.38551861,4568983.90017594,2956944.90132536,6466257.36650312,6351603.38078211,1578300.48605468
1093.97771,12.711,8895241.52407105,7750530.28090933,6923421.27008008,8557482.57734527,6934755.77433093,8895241.52407105,4772408.17830107,6720867.6710131,4995611.38574054
929.84058,10.186,2143468824.17542,1679305454.34467,2143468824.17542,1616907945.17266,879858537.202112,1472392104.39538,1729949766.5135,1885526409.67043,1318544362.66473
946.73725,9.87,8034292.29192602,4614908.09333149,4330857.57109221,4987460.6211531,3535471.04410046,8034292.29192602,4623263.61988992,4862365.65794681,2270348.27904485
555.48772,7.064,8051329.09493863,2255314.09258752,2535691.08899856,6695704.68721737,8051329.09493863,1942208.826875,2431429.35071608,3764487.04051478,2602908.09644599
866.80489,10.031,15164089.0082966,7312727.89110495,7728258.01239633,15164089.0082966,9453273.65821714,7946289.51081952,7169263.19110947,11773747.4746271,7391820.81314011
398.2455,8.828,8099658.78267172,8099658.78267172,6695926.42188928,6777441.68106856,7280669.46916369,6215647.10307283,5309471.34394054,6184393.13664145,4504062.67291383
827.67795,8.936,8104016.58694248,8104016.58694248,6165594.49787169,6807522.20440833,6920248.52879855,6269377.28736468,4081367.58405344,6542057.8924155,4829905.17778759
639.61404,7.992,8110600.4980645,7761802.02089225,3162238.7792161,7858683.65152644,2989637.25348281,8110600.4980645,5217083.83345569,6421269.51100998,4346090.320111
728.5852,5.987,10708829.8059656,4499862.01753911,5174835.75223131,4492275.60522122,7010449.60553905,6653596.42676998,8113700.06163879,10708829.8059656,5967266.64965172
1127.82868,8.459,8125832.65803701,4782291.22228579,3897407.15103272,5880866.27302105,8125832.65803701,3580971.37477416,3337778.74376438,4959676.21213848,1309027.41403632
875.2952,7.519,8141501.7568071,242480.715725819,241862.261457087,257932.489077893,256133.080549162,249553.524851635,232364.155117103,241068.032660898,190712.169776683
948.84842,10.818,8914310.58932817,8914310.58932817,4118839.6640071,8149382.70199056,6543518.01744697,3642300.08363337,5474806.05348653,4737744.35162562,3291612.82554099
723.63749,8.875,7969621.1675122,692796.538406642,355664.440468578,7969621.1675122,5253454.17700889,567553.592787624,1835300.17166301,3209839.47429557,1853127.32797084
1014.93801,10.66,9859625.7667997,7432659.40858095,5996268.71766953,7715270.875456,7351882.48541451,9859625.7667997,7837875.16605359,8417848.94504037,6155836.46473816
807.76802,10.259,7701962.478362,7146045.9315016,6969859.51931635,7225334.06580941,7035106.78871481,5945188.78900566,6436481.57001216,7701962.478362,5680543.53587492
817.1812,8.009,7701810.23197832,176318.068739044,188003.477893275,197147.040427854,193881.577469871,173424.66334794,175581.324778311,186591.27847062,169406.883151659
714.50153,5.994,10639331.0206459,4322966.66886824,2997071.82055189,10639331.0206459,10194049.8805558,9616223.43135494,4752768.96446039,6621477.86730347,7429382.28961627
691.61163,8.286,7438721.96397437,4415216.92114872,5168219.0459249,6482979.78899206,6214304.32649107,7438721.96397437,6041608.19365437,6210104.10948127,3262546.51134351
691.61144,7.978,11824217.7873431,6638285.82801679,7461084.95100124,10458060.2166612,11824217.7873431,10339667.9934314,7632870.37670465,8758106.03865321,6375344.05902446
775.51213,5.49,12500128.7890942,5760803.16463365,7713528.28530216,9836507.37484458,7221595.82140503,12500128.7890942,8083900.860481,7153009.19110945,6520258.37180603
803.67755,7.879,7463181.27733171,5848429.56964939,5465664.56295113,7463181.27733171,3629751.13436109,4894390.74652719,3846521.73883746,4305256.62749444,4113039.42967068
983.8128,8.645,7479057.21353105,4296935.20852712,5331217.14560601,3648927.37461075,3697900.99442633,4386853.48340206,5660757.35602488,7479057.21353105,5450819.01523005
817.59642,6.226,34089908.2119457,34089908.2119457,9619007.11050591,7161088.1003295,4984936.81152627,4110968.25543293,5942518.20095259,7488188.5300594,6947152.99687626
863.56713,4.699,7684516.12670155,2238733.96003032,7684516.12670155,4747668.12782559,7492222.97451277,1213828.60068954,6778913.48847466,6249271.22882882,1688377.17967236
598.49657,6.27,8335291.37195644,5260273.42305217,5006829.76979879,6922101.75645471,6822109.04885164,4302293.20184593,7500801.01412217,5545757.43057327,6651236.07571027
746.67754,10.224,9143458.03086636,7508222.53417367,6930722.48442578,3304140.76026881,3002669.75403507,9143458.03086636,4767787.0331376,3522114.46854201,4594379.22256125
849.61601,6.698,11961906.9841141,11961906.9841141,9997597.52156422,7624389.60421984,7481880.75421846,5502815.55409142,7099247.41760931,6197755.13381309,6041107.75502306
1087.87786,11.22,9502416.20898627,7591764.33080121,8166361.56030658,9502416.20898627,8175735.87918087,9429418.87127266,7454366.84144884,7515025.24596888,7472615.34574428
762.73686,9.881,9731978.2384204,6319061.78224939,5025010.42106052,5541972.32150266,7531617.43538231,8175327.12512086,5492912.19322791,8526708.37846025,9731978.2384204
590.48914,7.852,7537418.01652771,6113665.48190455,6422463.47475857,7537418.01652771,7072266.36153576,6804118.44515328,6251169.22052607,6944810.73860312,5755110.92764132
780.58641,7.239,7551689.73196056,3254409.94467023,5889864.73591965,5074709.4500859,3777098.50510756,5912135.19707389,5756115.97320895,4634623.96254051,5882751.60231511
859.72685,8.266,186476377.497184,8077243.21250183,7552403.89720215,8666281.97947414,5448150.94672373,9125197.2271372,4777281.92476869,186476377.497184,8775097.33143468
884.76029,10.507,7556945.1658224,7556945.1658224,5416721.3788434,6767455.14585418,7251989.26396459,6382060.95018868,6528253.64749793,4715259.48497286,5019264.04050712
623.22917,7.794,7566297.24558356,723120.415828402,768672.248073808,787887.950449628,687485.819472999,684813.366245325,795159.371185173,827166.479037588,993625.217460229
875.72188,8.291,11159008.0234422,5102896.3646944,7566765.38209731,6199603.1417602,7363563.66527617,2728768.33875779,7551021.02330157,11159008.0234422,10115736.2922818
833.62961,7.695,7727660.96949545,6758099.21371972,5074695.46028825,7727660.96949545,5655235.94963902,4844079.13307892,7570857.6139423,5075704.23592162,7566799.89101977
716.58306,6.168,13081660.7256518,11539194.001002,12279767.568563,9575040.23750319,8998845.65262127,7571106.52383297,11819067.9431732,10610276.129036,13081660.7256518
522.44436,8.666,7594242.46955688,6543356.67026319,4543641.21953625,5068445.73811119,7594242.46955688,7114416.51519107,4233520.228896,5331873.23429404,3517759.6534531
903.7511,8.297,7606273.47075466,3818981.69768355,4362168.55404264,3336434.16429722,1281657.56480669,3488313.53815148,4961554.66602289,7606273.47075466,6675855.10074953
1167.99912,7.417,7613416.85839755,5254785.77821984,7613416.85839755,6427516.16633716,4838708.74896571,3894683.44009735,3813005.40646244,3662261.87960271,4631613.9013392
894.67201,8.96,8037133.88507853,7645876.19532129,6984202.84981275,3563891.3555642,2459572.65961054,1562583.98555807,4589119.46631298,4557918.47308256,8037133.88507853
