m/z meas.,RT [min],Area: B6_1_ML_polar_RP_neg_01.raw (F1),Area: B6_2_ML_polar_RP_neg_01.raw (F2),Area: B6_3_ML_polar_RP_neg_01.raw (F3),Area: B6_14_ML_polar_RP_neg_01.raw (F4),Area: B6_15_ML_polar_RP_neg_01.raw (F5),Area: B6_16_ML_polar_RP_neg_01.raw (F6),Area: B6_26_ML_polar_RP_neg_01.raw (F7),Area: B6_27_ML_polar_RP_neg_01.raw (F8),Area: B6_28_ML_polar_RP_neg_01.raw (F9),Area: B6_32_ML_polar_RP_neg_01.raw (F10),Area: B6_33_ML_polar_RP_neg_01.raw (F11),Area: B6_34_ML_polar_RP_neg_01.raw (F12),Area: FVB_4_ML_polar_RP_neg_01.raw (F14),Area: FVB_5_ML_polar_RP_neg_01.raw (F15),Area: FVB_6_ML_polar_RP_neg_01.raw (F16),Area: FVB_17_ML_polar_RP_neg_01.raw (F17),Area: FVB_18_ML_polar_RP_neg_01.raw (F18),Area: FVB_19_ML_polar_RP_neg_01.raw (F19),Area: FVB_29_ML_polar_RP_neg_01.raw (F20),Area: FVB_30_ML_polar_RP_neg_01.raw (F21),Area: FVB_31_ML_polar_RP_neg_01.raw (F22),Area: FVB_35_ML_polar_RP_neg_01.raw (F23),Area: FVB_36_ML_polar_RP_neg_01.raw (F24),Area: FVB_37_ML_polar_RP_neg_01.raw (F25)
1599.46088,0.689,1943636.74479339,1765515.6078919,1836272.4909348,1530084.91588095,2572626.86443496,2979401.86457166,2225979.95040826,2484027.43683251,2477419.04034988,1406471.41392808,1460723.14270122,1715371.70543523,1936083.00589615,1021163.91438967,1924410.51404102,1670044.56674502,1658025.53637217,2195477.32949889,4235878.65509153,1763697.13065608,2004261.3696553,2660123.16548568,1438414.29212112,2096399.96987102
783.75625,0.688,1240731.16491568,1288667.10419059,1396765.18775762,1626683.08229582,2107440.16665378,2318499.37567865,1687144.55722417,1909214.44686093,1753193.21950878,1169408.46589808,912901.914358617,1532534.52289564,1394075.72477972,1397651.7516207,1396653.03504684,2079681.20156455,1537589.95660289,1969253.64616168,3857502.94668571,1589863.68958977,1559545.92113748,2246527.97411104,1409789.16969933,1433429.71137548
382.02127,1.09,749279.208777477,1419217.55316936,1194445.50164294,1053970.87959421,842336.316862196,820933.47992316,889608.395109066,1164312.60249034,1804307.25840182,1793078.12710031,946602.935060114,889510.629642955,586084.286247066,2492537.19471211,707760.316597231,826471.847478599,721746.021485617,1446659.77487571,1910764.23149275,2387006.07873215,1508441.69448736,1198901.44267205,1193559.4414544,1337682.59236366
322.95649,0.705,1808056.3958085,2401047.53129473,1092826.24873276,1019153.63626629,1881129.64369187,310646.426793819,1293343.47618026,1723237.01897562,1459315.12486293,812008.598820741,2109273.02680001,708748.384150819,1896358.07387091,1277681.78678889,1736746.34264217,1876101.06142127,931147.021172031,473152.684213071,1531938.47300066,1284039.58871018,2492560.47762197,1858972.07145768,2460783.94215941,2360319.62564303
333.17877,2.696,1144657.77015159,1149169.76031906,1255832.69157215,1083537.04270746,801209.180187695,1209918.57443078,1901795.62239265,1474735.88226192,1272312.70424515,2594230.67893325,1939064.61447962,1538442.35951084,1156619.23475689,1610636.5796392,1597591.79327616,1087462.33370786,1003223.40378293,925561.311823439,1783363.91872682,2137763.03108688,1916865.31382026,1431396.39307598,2007661.42426384,1237198.23315903
307.0458,2.721,2496176.56987549,1478964.57066868,804841.921023245,822519.439569668,1520086.47493691,1658069.44298316,275169.002904038,340012.205275998,379192.897900535,569004.883045843,276812.002789856,381256.231978592,1048511.93559132,636449.177698183,708507.26664382,1018086.38011351,1374642.56479725,1679228.3719545,409532.254185568,354336.03670814,362523.71029814,358532.387326965,439695.908969067,550561.075277478
2065.25445,0.672,2174906.40303036,1880543.68121111,2286888.55895988,2166262.23571599,1636233.83331385,1769167.75468458,2018764.47723826,2020308.7244145,1680422.53503188,2866033.53784817,1993915.56679952,1805049.42324597,1829274.73821828,2184616.06443483,1907234.05801201,2158798.31176204,2500761.56343331,2458412.82034783,1697175.05424725,1801854.5292083,1911808.00930155,2052843.89275007,2339997.60017334,2090511.17212861
523.7922,0.711,2048889.47666325,833764.083675746,2463086.77992221,2149059.55710542,755734.962140429,2265095.32905759,1807311.92829301,1529095.23110764,1393929.88661255,2301169.05837053,1653917.19871023,2489779.39758386,1235412.62553383,1749333.9819433,1379746.53274854,1900201.20353659,2392749.11195106,2506453.17606504,454291.841742318,1723384.79660533,1544336.43638872,1137939.9706456,1590050.94600558,1336012.94757172
389.05257,1.092,575421.292061457,723050.4341986,681178.705652472,872462.36888154,675730.341910064,622237.319506098,531301.676391273,828380.656731962,1199476.57503726,1668072.66235374,888044.805963752,829975.288514534,319023.916270476,2508371.42296021,375693.713963477,704723.664501993,568777.12199707,780109.853927194,1140647.14410286,1584033.32854922,1123665.82149022,810206.731869357,1010288.92635382,1005670.50688791
1951.34353,0.664,3218642.81354965,3078555.52955767,3352634.561229,3332655.87845497,2258810.93307536,2819214.64506833,2646810.62233007,2152041.84124416,2180048.45591201,2470488.87251368,2411253.38395642,2971821.24009268,3171303.60933065,2165180.36643451,2576318.81885129,2515633.00763682,3006903.39530854,3272282.15052359,2361805.0609363,2741459.82289119,2481255.2361475,2438268.18414259,2177943.263148,2384685.06982194
280.0794,2.708,1763530.1918973,1834190.39302553,1841782.91355121,1650086.97259763,1155890.78925069,2187473.70699697,2146894.7220102,1580376.44106839,1628041.69821354,1617562.98767325,1528412.70053288,1646975.45098252,1605506.50837499,1417328.80939629,2112288.7901286,1597030.7176667,1599418.58451839,1321306.31173119,1514214.50596152,2516436.58960907,1610484.91965505,1177123.62847061,2020175.03380878,2212574.37425473
727.17958,2.895,2368921.66259686,2112704.82877836,2399833.46349257,1202486.28776458,1464893.76360271,2001396.65326118,1230692.72771805,1358962.61622985,951511.473619549,2301329.61259888,1552045.76188944,2425753.67320032,1498988.82240518,1272563.19068464,2523031.09816064,1763513.3534296,3194057.0841267,2998319.89313748,1026563.3751032,1058518.82176102,1111781.65950685,712313.762928728,1654719.06244785,902676.664899371
423.91838,0.737,2976361.13431306,4303403.948266,2406525.34070926,1046715.00768628,1924816.60680476,388127.170570356,1198715.78567663,2552504.09382874,1354534.83965147,629395.059082906,2232745.88475361,660069.326092229,2782300.69435143,2569965.32626144,2516836.11384988,1226114.51948552,226572.387233978,202914.738973481,901404.382805213,983063.019766828,1922529.95271576,2037463.82566394,1885530.3319501,1709490.15444365
1881.35808,0.666,2251702.29762633,1972008.0613219,2636837.58793632,2553689.13063293,1873500.24354127,1870206.74302568,2046061.06274235,1718585.53134486,1661560.13877094,2092432.5055944,2528519.5364338,2700856.85830023,2273883.28699785,1957168.15326447,1966896.55078869,2440413.22468276,2231228.71612897,2843653.30836009,1640029.83628993,2174939.11036544,2016974.32346387,1828996.71911427,1867014.22227043,1925635.23263945
273.96636,0.696,1256736.55507788,1194368.21365831,850313.198916579,1041644.00049207,1220864.84106323,1535640.82418396,1289127.33817597,1497936.75088606,1433996.79153055,936250.217632699,782083.534087529,1453060.76053311,1334551.50321212,731264.981033765,922356.816677959,1385084.18856247,1343321.02808896,1483318.98443962,2554987.24369848,877049.004518492,1641139.80051814,2014171.09666073,1286871.70836164,1805174.13380095
730.17921,2.99,277556.830637909,43406.5190940923,48292.1162103342,52453.8709562162,93989.271568242,101142.604146624,31370.7669155015,76296.9738575071,36799.783078386,692894.195407614,54132.9633821664,360671.290046752,67852.7175152917,70933.7179792775,36410.6644166997,95918.8434521654,1465682.51092248,2571914.69703892,36937.4845718551,52843.5759159096,40757.1685828331,48415.599600604,110404.768187565,39506.4364683123
1997.26612,0.669,1912288.13819893,1782185.29429741,2574261.6803935,2355512.82759321,1646489.99620284,1522103.38409674,2142521.22311732,2470219.76660353,2119752.64106012,3162439.86675422,2465025.05249669,2129628.31276207,1927660.26455338,1904281.66422157,1460045.93546754,1832990.83740225,1999936.50444918,1810070.87903621,1426493.20942703,1952223.71941172,1808035.11013281,2192979.04544138,2041082.20954007,1985892.96764978
1735.43496,0.678,1113453.44199118,1044712.28189387,1225718.70598808,1366528.53262759,1333885.08160871,1950073.59965367,1406055.19662361,1202401.25430535,1750078.09819577,859127.911948818,767918.105868842,973853.591389215,1102213.06028247,731098.317558613,1016357.42419639,1317518.53280803,1024156.25139173,1731681.86229133,2585819.93476201,1070569.51208038,1123302.93024245,1619473.04950227,925921.402731091,1162503.57999537
392.10997,0.757,816025.439118176,1081135.64409199,1237909.74430498,1685652.07675065,1665094.50242236,1114703.83066137,2499177.13636837,1005316.56538809,1346327.76866093,1276542.81410116,2505704.11050018,1833326.52648396,841374.705557568,900315.389411244,1039634.60955737,2025806.28401303,1925286.58260991,1219251.04545993,773719.34642664,1717093.21206835,1083162.92862265,865614.627707975,1252728.40929082,757706.790919338
1693.36825,0.662,3222187.07972049,2647032.72652688,3409772.51949131,3127870.01606168,2252700.25757569,3829265.58173473,3410183.56230219,4111104.34579648,3754172.89762968,4853582.2211377,4520250.77483276,5017892.18675748,2746115.99972992,3949764.28316921,2977794.56520849,3522696.79508893,4121711.14469552,3884975.32996838,2746795.8796189,2479274.01690741,3249742.7158099,3568001.75158922,4262417.38853796,3650913.58401711
216.07986,1.352,707105.654632194,484237.674496138,137154.816734703,950027.108241637,1560626.37212531,1232245.65768014,1843901.97882094,2321913.5878474,2671342.80138155,1628879.69550084,2417645.03280257,1260749.86507469,862858.6136357,494267.244617148,881514.716512328,474891.03219325,874291.003059603,232840.49887843,1904434.23988393,1921505.29014846,2344593.91420222,2748154.11376297,1556798.35660558,2114335.15531894
867.71765,0.688,1365927.62762738,1175151.74144019,1098071.02681199,1571200.10526403,1656773.40381883,1721114.60785516,1848624.50657971,1472797.35605386,2058820.98543135,922428.353173357,558219.042209106,1138613.92639777,1259898.72805347,991504.020368323,1633324.79236854,1546588.62523944,1162788.80993029,1832252.14892475,3050827.83577,1244402.78363999,1226464.6243591,1947528.79364822,990670.952918799,1317623.20415917
548.12243,1.088,781148.020262399,1582123.53991333,1499916.57386938,866581.863690925,1220681.55558329,980539.645797618,2028985.09959245,1328133.47545686,1257078.56634471,2038705.47606145,2926076.26082102,1702554.82871413,1755183.85242478,769904.359919986,1551876.91754924,1303773.9989639,538585.511077351,436456.844992309,894482.968532978,2130231.04314477,1064067.86614238,2553775.9560742,2052252.18745875,1849542.7923039
495.09902,0.992,2202509.66048852,574002.000815802,297407.556131152,2660856.4864604,1036608.98893572,922979.17682866,902540.883477259,1327422.67199229,503226.040042672,2269710.80099111,1791181.97395126,2927335.13052699,281283.435541334,1034120.38885055,246480.693291499,1321620.74633073,2556597.19841044,3541159.45041731,602943.994143807,1674690.38007626,1209484.98433312,1178913.48110268,1462655.6274384,1614215.19534748
412.89645,0.717,2733037.99988129,2915659.78444731,2297390.08300303,1680118.14257816,2096697.10640876,543287.189036005,2524407.12322821,2773484.85238352,2124935.15343399,1456910.94282915,2404188.03533293,865817.130825277,2323534.4775166,2114429.9564856,2924695.59103849,1811531.70124776,1317399.92643443,691464.786383019,1232471.04919209,2144538.90553387,2929783.73783905,2574118.86367133,2825797.58186921,2742420.78573419
519.14627,1.084,611377.267077484,1409583.95455628,1274099.99998917,1328677.48876444,692088.298458506,1148139.73734732,1776162.5676036,1526255.18765069,2170552.06022249,1626972.60110267,1577074.97168759,1022725.54873976,514347.326236798,2501628.59999035,959351.925234748,1246885.69951838,622998.769888441,535194.282483121,1583336.95788497,2930188.04236815,1704188.3227039,1535999.68645439,1657864.13362429,1605728.34809316
340.06402,1.124,1661230.7644912,1117487.1170774,1750624.52335932,1664006.81407954,1274298.64244548,1216403.15297933,838562.281388267,929332.45987305,352863.874932813,3462654.2279683,964758.094117884,2539238.05407376,1638067.64329106,1254359.25068053,1930297.55387509,1714389.95715849,1780006.45068758,2589291.54754077,652305.335480491,1314479.57601615,664991.330689709,1211525.51149535,2932157.35275328,2935150.60666863
239.03056,0.718,1762143.22379962,1443343.24354747,1880829.65085847,1660513.51751593,1974364.41015631,2946175.31957496,2040929.92526003,1928012.04076685,2541871.85337293,1087472.28362989,1051237.81057959,849826.318768369,1662003.89178625,1588888.61504837,2159899.6292179,1789125.5274134,1068426.19297953,1400438.7670246,2199787.02052127,1273008.52056069,1133449.76477492,1707296.78205321,1466914.55566487,1780411.1880244
516.06203,3.227,3404024.51313231,3275277.23599526,2947120.24479946,1606016.21964636,1461540.68596515,1566467.02687805,1033973.78208628,1385375.58413605,775644.70402265,1068471.35955453,878819.1935393,1368906.76119626,2738067.37282583,1504647.9116724,3105674.01188518,1642028.07739584,1955518.91087305,2075152.99763318,702592.336627897,1028654.83235347,532491.906706732,606934.79167724,1102291.06933108,1170652.85219899
356.06169,2.867,2189108.57909172,2076161.96292883,1853148.18577186,2307815.64064027,1842840.10874936,2360346.84785125,3259463.63947797,1737561.98344334,2419516.45484976,2947122.53771554,3287681.0821522,2627429.23797456,1963487.90828358,1627127.60746128,2385147.93369093,2657724.40543426,1761722.20025309,1979622.10130586,2338123.84297981,2842068.71377626,2373655.33516363,2311556.28551713,3496056.16025526,1505889.65458162
1647.39881,2.799,1422752.22045882,924105.954382807,1300576.75681014,763607.942214883,1728046.29419959,1562209.07344803,677376.065976979,833152.998545493,475961.789656181,232766.516805943,748974.844142094,270571.515505872,507852.395231881,2953836.71026241,797826.242262431,1303458.97344924,421247.600054535,522583.742661978,109665.223212486,437660.638245773,710685.134498885,635393.744631777,576686.980291384,543994.226978882
527.15168,3.258,478652.756185812,207850.103586601,247322.810200212,1163337.12864511,799510.558505242,1582343.87969922,2953982.12492306,2274943.80161591,1798611.58731475,1739336.34818717,1022247.04977701,1124243.11569721,342844.071851894,174194.073630552,476298.141634034,696412.245939834,1176168.18684867,477369.022612195,1104400.26416801,1402756.7445178,1504939.54068899,953130.033356666,1760114.20253585,1689090.94258817
1452.04887,3.219,1559813.85217029,1257555.3383079,1395507.62184048,1920041.04594743,1597640.85950318,1382425.91534985,2537007.4763716,2802301.50602047,1266025.90347349,2956234.55873312,2711271.02737206,2219270.01326145,1245312.84320683,929543.124306082,1740920.52195861,628775.237430476,254700.511795439,797024.793751206,926249.913124245,2015754.55974242,1743391.52112743,1454220.1469764,2355199.73592919,1959088.87195461
1929.27783,0.668,2267582.76264075,1545767.59882755,2228534.25711409,2425959.72361376,1334995.84407712,1105061.45957835,2335975.69344107,2503871.13139225,2044540.81490666,3337040.49704009,2960451.54347868,3203720.38065181,1900435.12211708,2471306.59314509,1989610.13852826,1208934.78906752,2209566.91511922,2627783.1884256,1757133.41658815,1798448.10912896,1748934.44525961,2202974.66876668,2803382.94917722,2367032.15132221
202.04451,0.969,737318.433779455,615722.607926587,468334.696267175,1103692.85756422,845997.560856413,974443.457887124,1577878.32314941,2579884.54051305,2052945.57286514,1640508.15306844,1955015.44103337,3289753.76637991,458489.008497283,329347.499385121,495257.691167559,960895.531108283,1764283.27111234,997277.289867423,2082056.26395822,2066620.19620994,1769810.17932389,1756346.22134425,2792324.45124821,2923708.28956227
412.9386,0.707,2085459.99086377,2960587.31267155,1560042.36532135,1552249.81328798,2293325.51248806,322970.295239222,1609714.94302483,1662997.7101416,1773944.80667136,627382.378143817,1209220.12609367,461341.886381497,2511388.33828775,1298041.00141584,2040334.17950345,1496623.59621781,833407.768863393,535895.998642404,1979293.71538079,1685380.78330805,1799460.57388862,1626985.69854971,1426279.34458907,1635147.95809063
148.07214,1.269,1080179.07675179,2978779.97420403,1429598.62144228,1554473.16846761,688235.631567214,396926.326938721,602581.598599461,642382.169911911,500699.886588733,587137.735289525,739167.451815156,319950.020208095,2052573.21027615,2154353.49670661,708704.741953082,996164.431251092,406784.553690537,991310.837476338,454533.214685808,759402.405685197,364841.991483696,588847.92285686,320669.067181898,498932.899230545
512.12446,2.919,1733563.64225428,1151726.00125458,474986.810811139,2498146.6749422,607934.188895045,1026993.55813393,297480.977357189,200003.713510346,545809.856771155,2249572.46291723,457794.024589535,2217691.4721,905905.001922312,314017.038740941,695179.124744442,1011171.76896578,2993106.09478477,4035835.23300031,647497.791683599,427565.057239946,493130.212615515,452129.929168697,1478552.58554223,648465.395013881
312.11682,0.741,2284861.20546777,1778746.60093009,2847402.98719729,2598556.69811995,2993629.72697221,4663854.58291622,3258894.29209727,1908353.65670512,3394197.44621825,1161737.64119872,2107408.57808615,909835.429982103,1857015.93164043,970323.25428245,2644481.31572609,2734770.75082238,1755097.65104453,2245622.86603339,3690354.84459552,3599990.63371496,2075536.77003056,2836426.28245344,2458035.11674431,1595727.33694828
888.66472,0.669,2634514.84793906,2045068.53988902,2714640.45769504,2298687.90328502,1845129.06971834,2795410.43067054,1315495.02122776,3069430.76032226,2498019.64797015,4003428.36105864,3685893.28524455,3855367.25224879,2179697.21088169,2679420.48996007,1551160.34045023,2018176.56142904,3332888.77774977,3241592.41602278,1822703.33369979,2142373.25615493,2207178.37119716,2258222.32146778,3605680.56708025,3003228.53092255
217.09443,2.946,1830693.46848665,866187.226964512,882764.511813034,2012131.27640576,1127021.87454965,1041444.52958921,1987483.00459838,2047975.50879806,1561675.24262922,2761973.01177089,1962572.77100052,3008761.55952537,791646.295284,807768.050553612,860514.772841697,997676.629866664,2725749.71463484,2647367.04872817,1422724.09662844,1927718.46238335,1352793.31334133,1479034.37055205,1776421.10092572,1744098.62237723
597.12424,1.135,1919721.09623238,1873975.19173706,3492435.75695332,2111943.12709037,2160690.65255813,2587712.1654444,2139141.79619322,3015600.76037543,3436258.36550389,1846337.82423234,4363228.70269973,2413831.16127805,2569089.06636424,2048836.6060232,2256456.79219882,4341904.35040504,342628.091936365,213501.783782728,2581025.84776807,1864662.96394029,4008564.40269789,2091518.78496591,3886562.46527318,3120355.11544649
591.88345,0.711,1171882.32997223,3016442.78328773,689814.785841317,471477.828929859,1708498.13396543,199166.928069942,910958.371941605,1470479.59725617,1115016.52205584,211354.778398071,670645.051488129,127734.659452594,1588394.0564656,645904.723211866,1463713.96449171,792110.537253307,251708.903305408,99240.4705562685,1560863.87812852,828106.4591146,1209372.09282017,1033195.97672009,760298.160460036,1477183.83395646
203.02734,0.717,607506.104272507,307655.346020794,366523.209475316,468461.147156696,615648.605772377,968904.823888091,732869.80507011,941827.563176822,821366.284204273,773058.240628352,626482.612734315,831706.513188146,493631.956535832,328653.39877842,453345.475225929,775878.457881973,1014683.18768326,630494.451601602,725210.352538394,3025637.68686936,740410.453305672,1026901.38090902,891800.464395008,930720.290319497
234.10986,3.111,1885100.10092299,1691232.33370738,2250505.61607701,1902384.37785343,1694944.44328472,3029159.65103978,1762508.04431769,1587425.58905205,1726137.9350871,1439061.45146324,1625037.40523563,1458224.6281645,1748656.74902769,1375236.04600037,2036042.32913197,1730479.1781414,1781465.19018054,1585512.70531414,1542770.674505,1666790.52871453,1367595.44101883,1810478.29075463,1654115.07313551,1665780.65741454
1949.34451,0.669,3031807.4141532,4300558.16112583,4304710.73876439,4807200.91145199,3195545.32625501,2125328.02663787,3569640.19835639,2850323.34557735,2989039.68367608,2623292.57872258,3451185.97133862,4124094.34675778,4320992.09525129,3273579.99809208,3595548.03664691,3595574.31164771,4166791.11024485,4738896.85721,3050763.30776115,3848283.2574224,3386100.6101527,3188570.0201625,4678506.68504831,3362639.61650134
474.90545,0.702,2367755.78429185,3043790.26946328,1370427.17843293,1272432.21055426,2232197.69669522,410596.819918429,1455415.40498321,2071086.11091357,2020389.43734218,922556.04077787,1453480.1381936,716354.941383963,2454742.93736756,1410256.21116762,1832873.03993376,1963633.0702936,975528.473211477,695567.605380959,1953254.62082004,1631827.03465954,2393354.55552962,2217261.71137343,2073013.87603625,2670869.49776749
407.13621,2.923,1016344.42175494,799714.739691054,834291.385125319,2191100.13412481,676178.479255802,1092808.15817672,2060851.71931131,1486688.9638206,2285379.54363677,3044008.24541083,2371870.02463864,2284134.78035421,618242.87713129,909834.474021159,617448.397815907,1002952.28208572,1350348.35953012,864438.391412017,1573674.36728272,2106245.42635659,1975744.26393639,1400324.96618788,2523234.65903459,1275875.09367586
584.13346,0.968,1006621.72612733,111687.845500117,230289.476309056,1441163.51099993,237542.522820649,1098612.94345458,414620.788640921,1022452.76965839,102693.59440351,2301644.26366077,641505.282625283,3013541.47158732,187125.140621966,601548.531330044,402766.453124502,831255.099793818,4885363.55438528,2962680.13422243,669445.789186184,1801536.56230472,1154344.51705648,601103.660315028,530556.953529774,846205.753914029
307.05677,2.853,2398973.2450464,2405784.95907545,2907979.84613542,1970498.38413651,1940472.63662872,2283515.12196101,2057265.13454744,2001241.91350231,1878633.04129908,2007045.01560669,2094584.4603095,1366508.5851028,2687229.7292167,1805180.91760484,2920522.91888972,2138605.02521387,1756712.32680328,1539305.1065242,1354737.56321504,1698039.63971449,1931071.46763852,1532344.87746747,2045621.47335479,1871969.46650349
370.05049,3.022,730510.755431017,371825.453231492,546061.483752457,1334467.70246022,2911489.9193549,805193.662555657,964640.098166735,642236.766700146,314393.261980599,484966.947035655,378608.825151856,210244.346391088,129535.941312698,1016608.38864929,147024.818560034,445604.162955565,823915.419232705,977997.32742756,462871.477853228,1528526.63144664,477378.903280842,259070.360369874,576801.97010082,1030093.57871813
317.12162,2.757,500638.256434835,375179.31111227,368753.903898549,1429560.47241349,923361.285227675,777398.418512659,2906472.47471314,1840171.37191706,2512682.44852614,1802662.49209701,1999229.33839171,1394158.54809577,353574.365781506,349153.581232894,399030.946276039,525776.570484059,343375.711465361,356910.795561263,1385575.11201836,2308424.8305124,1703645.39384266,1883860.24994574,1673694.81186343,2107984.53014449
316.01011,1.037,1111285.20734516,1535018.35905109,610058.859467644,1081830.57850239,2763934.14749549,469933.302811514,1648942.84120818,2018998.64290029,1461588.99918758,1229137.24556086,1560416.61109467,562399.197629331,808633.699085597,923743.051637166,1514277.26410356,1575549.86019461,1021258.18946559,487635.894082344,1792886.34270307,1185068.55827615,1359228.4597065,1588037.84395481,1604161.1821091,1543423.79169831
664.82338,0.702,2205338.00562302,2765116.74209689,1868807.97153438,1587582.44969248,2549283.99947953,487613.98197392,1889765.74837288,2233222.75850145,2273063.77157976,895721.430201181,1532104.28524417,580341.384854497,2532978.31876376,1525747.85279926,2250500.61386948,1812373.51036805,993083.542728389,786631.129044224,2624667.02838059,1717411.45711904,1902067.87605075,1784039.41078138,1475404.99496915,1982398.37874981
490.8797,0.702,1731756.45387406,2768221.81661873,1099020.12567791,932270.718003704,1733673.99742754,343753.312680579,1290446.69251832,1791148.09521596,1507040.44932242,696936.750941716,1327296.50348618,683399.122848562,1723286.77421087,1222770.39090686,1535521.96403436,1490254.7979788,841130.181258415,487290.110469347,1514790.82661347,1094594.70164068,1850453.17966426,1798602.78975417,2015166.02332466,2104921.01673747
409.13475,0.748,777375.63924124,1804469.24312499,593513.973292275,986808.109072063,2586318.00181309,3239806.53611124,2044264.39023361,1866501.80483298,1795167.89111205,1013747.92709684,1957505.86209335,578886.078154351,2294316.70921774,569919.098890558,1807371.47492377,787456.85376897,786785.289412661,538115.506073643,1934468.19176466,2040896.66597593,2214416.56870577,3759092.37964647,1421804.1425141,2770259.66242307
610.09083,0.893,1025474.13031459,1532876.51026876,1491788.97569079,1171955.36869714,893897.64981011,2236050.46866076,1574694.84810614,2041493.85503491,1869032.44309714,676782.762671953,1393973.40189255,644133.833993911,1523123.24826693,690484.686451313,1701499.85745235,1738555.51777301,820277.663892704,416335.61123424,2245225.51649599,2772216.09110885,1722255.70367671,2462371.8737477,1774098.31346499,2178572.09693688
213.03007,1.072,1348087.61779706,579000.088848999,241866.685260638,380676.688729612,381709.079977023,126347.50768038,107090.506891841,307349.162110595,163033.660450525,1418848.25538774,203394.724183189,1049401.02635467,177559.307438063,463141.085974563,180470.196210615,226803.666299061,2772727.98461331,2216469.51211751,285458.634311658,136306.632819279,188540.740413463,122195.612734104,687748.871820949,222998.211570323
397.9992,0.747,925079.142074226,609147.308997192,2598624.60831293,2806122.69375712,1101634.99167954,3230315.55479868,1875268.99418268,2278479.71278427,1373409.5480724,1896564.03285917,2755874.04287617,1836600.14351583,1522537.23382145,1065957.76150396,1330272.30606305,1037638.53455212,1712057.03583389,1556479.35412797,1747928.21756488,1306611.81101811,2184884.67827581,2782179.65752742,1453689.04752297,1375024.57936517
381.10917,3.125,112976.561387449,137887.673601199,122463.447214786,104376.956727944,94607.5281728915,129414.510446832,1447801.81896233,1028357.86076355,738144.312887684,2792394.75027662,1819271.2106607,1437436.28760044,163300.180458231,128860.824241388,123679.646171032,151254.689834503,141583.679589141,128828.767058627,1324640.55223797,2198143.48918068,1693399.65098733,1129310.43353082,1727518.90371895,1583631.5926856
593.18185,3.108,2058346.76032483,2180017.01288383,2397010.98305703,2102561.07956648,1500502.65847736,2796164.19890755,2285010.52642781,1461886.93264827,1841769.17653485,1836540.64568953,1900641.52140236,2240016.12417097,1091385.9597791,1419475.16549863,2675971.69205416,1943471.14383262,1447133.53930611,986665.170370186,1349284.35021669,2179703.58136286,2273298.42183773,1366003.79015967,2145182.93389508,1861202.00149316
544.82201,0.707,1901868.63192035,2205138.52844345,1453270.68996816,1219556.01664482,2061558.10803801,746235.764093013,1913348.62313988,2798308.2936092,2447517.36765382,1065739.28696038,1820619.6648335,702291.085198749,2032811.65299281,1827716.97465715,1925655.03364719,1726490.92561765,900138.133767249,536021.442800303,2512396.82973966,1506987.55637515,2141748.55087739,1831141.32802133,2135583.54833349,2288482.17119811
245.13706,1.089,530963.449857207,1102725.64653191,918737.920879366,1186518.99911809,717545.311585584,647337.436919919,982086.458595803,907516.88969599,1495570.33477913,2112485.35895879,1159958.75548292,1051845.78156347,464327.695954864,2808746.81312228,602819.237721934,832708.054713918,673231.158527751,951108.824565206,1226278.41125199,2545789.90668266,1322866.39414172,1024543.69630217,1044875.70548184,1153970.816957
435.13114,2.96,2641300.02278167,2049728.12613144,1849709.4944397,2814434.87936061,2385773.81549908,2135130.49933652,1314414.31776888,1330060.11424536,1141758.57373626,1636887.1592601,1140134.63084804,1204004.84908343,2014593.6953222,2483328.25975026,2328649.82326351,2107869.7989719,2275661.37900114,2799999.04920636,1023714.52245926,1307711.11839893,1205602.7484048,1219731.62913888,1509435.43863072,1012345.08645262
141.04115,2.862,923111.669305349,1126363.54085271,984144.141708344,1095867.51108548,857777.548224576,1122341.86748087,1708658.05483482,1178209.15816501,1623381.5351257,1434346.92668254,2205906.0795243,1282457.80355478,1270342.85703849,815292.739780471,1511828.52073491,1283529.44522593,1029609.77921909,990872.302507833,1349913.06355315,2825996.34732491,1370131.45727407,1420789.4424654,1775558.83502612,992037.141170153
361.2101,2.863,347172.417034302,163149.172537957,287849.265541164,163360.984493692,127685.999007802,153359.398899595,833505.392437915,1200812.37382604,751024.533567476,1803004.1542423,741619.554142721,428637.188099706,185112.047698145,191120.903120295,307462.953054113,149788.129634994,194808.311219677,207278.149968725,1479233.2731084,2061784.14083131,2832718.09944242,498351.558619433,780321.254896259,840088.343152864
1913.30376,0.667,1932462.01344596,1782550.84941863,2119254.71852084,1989677.94139102,1510971.85747264,1830872.86084589,1891778.27744692,2335676.42965167,2286771.51365097,2497739.36097766,2336330.53475418,2896952.97098907,1953142.55404297,2209635.66608825,1955550.94557671,2836351.32603151,2491618.65983629,2319183.51601401,1052634.16381401,1761685.98133573,2171473.14729642,2011879.51583312,2929971.55152241,1995021.81160684
125.99724,1.313,12600815.2809607,7112831.08895575,2849614.82647396,4964063.71817178,4725235.85310642,9160613.88473043,1566007.31588924,427728.322828861,465172.776953094,604228.621517989,1685758.16711743,290949.800345542,5405635.55595413,5616312.89880091,2511836.75301838,2871681.77149205,4731743.94054623,5984130.08294599,302483.434240093,1863091.76043746,722190.90507122,500653.875106338,401504.036322275,400885.073250081
