m/z meas.,RT [min],Area (Max.),Area: B6_1_ML_nonpolar_RPlipids_neg_01.raw (F1),Area: B6_2_ML_nonpolar_RPlipids_neg_01.raw (F2),Area: B6_3_ML_nonpolar_RPlipids_neg_01.raw (F3),Area: B6_4_ML_nonpolar_RPlipids_neg_01.raw (F4),Area: FVB_1_ML_nonpolar_RPlipids_neg_01.raw (F7),Area: FVB_2_ML_nonpolar_RPlipids_neg_01.raw (F8),Area: FVB_3_ML_nonpolar_RPlipids_neg_01.raw (F9),Area: FVB_4_ML_nonpolar_RPlipids_neg_01.raw (F10)
721.63653,8.477,2875794.3035694,2274521.15042604,2359700.65513664,2062727.81506784,2535096.14784123,2026215.33945711,2144988.67187245,2875794.3035694,2166166.62838466
860.69521,7.395,5301292.65024436,1649931.72849245,2723232.62134635,5301292.65024436,2948585.13663752,3200816.87218243,5024472.25391176,5183923.56416121,4329768.43973108
801.55845,7.363,5185364.64268608,2413676.37590888,2680710.7584996,2523881.11465033,2382835.9532269,5185364.64268608,2869012.67592869,2820269.53094308,2597375.1040564
658.52003,7.851,3489113.45725946,2996293.53919532,2890623.99293022,3489113.45725946,3145771.84904722,2545559.15726432,2841268.05471273,3265925.01355081,2402070.67857062
754.52003,7.108,3547106.09099428,1934163.04155233,3156363.91730391,1522093.30267263,3547106.09099428,1961900.33048278,2780225.08455926,2309316.60753596,2410877.75039501
765.52177,5.896,5821729.88075924,5126280.49725377,3635123.3486089,5623081.24027663,5038686.59003679,5821729.88075924,4967840.15138653,4057247.8521274,3943580.64502874
629.55188,7.839,4451737.45183059,3610418.98941554,3797942.82012649,3975055.87081178,4451737.45183059,2492196.17195288,4068640.02047749,4271066.40418904,3313689.99894658
730.53481,6.593,4878004.25062691,4559556.35643126,2784597.28926156,4878004.25062691,3300343.32619859,3162211.19385709,3196808.07019916,4456644.05715646,2793097.65445562
805.5918,7.292,14487236.05913,9105005.14929573,7119093.3638618,14487236.05913,5628714.34398508,5993051.83092669,8273273.03347627,7433635.49014982,7971622.96892513
751.53614,5.927,6965203.50737046,5565903.23402293,3193128.46883035,5767534.63481441,5984160.78157133,6965203.50737046,4487292.17987241,5718227.82664353,3922507.96329637
811.57371,6.317,4531063.13233315,3473832.3888095,3674836.31432611,3167207.61988211,3030251.25797097,2783470.98295063,4531063.13233315,3432587.05889419,3381907.85019039
569.50175,6.785,4533218.71659205,4125846.37525085,4533218.71659205,3529561.44356344,3145949.33979141,3784039.32106755,2790690.5738668,2924888.90983051,2138858.73471812
867.47276,6.773,6165639.48396088,4824018.53868528,5589533.37048244,4973496.36510511,5936307.29172989,3580079.90585336,5210842.51157816,5077750.38769328,4581002.6049127
830.57712,5.776,5208477.72708477,4226553.26498289,4275996.08289207,4499058.24549443,4502006.89854665,5208477.72708477,3842960.02491496,4069298.32210421,4124474.4694662
847.66655,7.837,4621279.69954832,4238145.66525203,3578659.27086142,3764541.8737807,3369857.71401326,4621279.69954832,3515119.31286507,3810167.91913602,2843399.3178917
652.48377,7.31,4632075.49318373,2642325.43429922,3672484.5724747,2569802.99814024,4632075.49318373,2696886.85265619,3490476.05354873,3032449.87583505,3307061.66175526
669.58375,7.997,5293184.36022745,4802508.14957918,3925101.27001383,4715914.73438635,4963042.29272689,4560085.0899559,3809786.09211377,4144476.90222596,3374907.15363493
601.5205,7.456,4859173.83026427,2806105.57522773,4587051.29166107,3004296.39404121,3090355.39857021,2174746.0436036,4224568.77953017,4859173.83026427,4206636.16065418
819.59006,6.394,4889185.89641215,4800401.90245324,4587641.95910914,4889185.89641215,3029760.94711826,4283491.96534242,4097088.65590487,3762963.32722382,3476782.48182201
817.56266,6.664,4980905.48729193,4050329.22705888,2909921.39827259,4685459.57903807,4041235.26868511,4980905.48729193,3770184.96758987,3419545.46757187,3013827.40295142
775.51487,5.946,5075874.60808234,3046147.74336792,3504518.12384033,5075874.60808234,3592943.27317229,3993163.94484007,3681890.09202599,4117996.365026,2905863.92001525
835.61613,8.455,5110387.65581485,3460162.36490151,4571329.03354751,3699424.77157992,4727637.51921136,3353750.8073271,3653432.66792535,5110387.65581485,4462060.76292369
863.56763,5.729,5960133.63581978,4867711.76082755,2986321.03965436,3708764.14911616,5960133.63581978,5257306.09377474,5124034.95983304,3361991.57839294,2685240.84796176
516.30836,1.135,4626609.88103527,4626609.88103527,2387156.47336905,2799412.37889861,3301033.31621786,2639130.18135518,3549042.67045365,3134431.83621137,2810134.14063481
560.23424,7.305,6002676.06793632,3492440.69264219,4320549.16029584,4651145.47652841,4011283.26206277,5806382.14167447,4071492.23168879,4373386.15884465,4171322.2209964
792.57258,6.263,7117981.23882279,2784117.62622576,2303547.33860116,7117981.23882279,6007580.93875311,4295529.41121849,3793438.7943907,4980668.09301536,2091487.16838805
792.54938,6.394,5169028.46758185,4678868.11810483,3348815.50164045,4458519.611271,4809890.81976432,5036582.58180966,3107522.41409265,5169028.46758185,3499928.68525557
708.60225,7.883,3601243.69547365,3342129.60648609,2609485.03015457,3160971.49789584,3601243.69547365,3584642.75949139,3257742.59923329,3352848.22331837,2838558.015192
664.52858,7.615,3650260.59181585,914232.233173301,1839894.39851338,1178461.05370248,3650260.59181585,1171501.09782753,1536729.52884141,2017128.10936898,960712.958460349
705.52351,7.311,3693475.17914921,1352268.47274235,2059525.50827403,1468767.36715062,3693475.17914921,1286865.6121858,1979722.73022536,2165215.45351706,1659331.64514967
730.52032,7.217,3697163.58384338,2265782.38706301,2702577.77505989,2394039.26957695,3697163.58384338,2476696.0569229,3021566.94161983,2809623.89040115,2366029.59540232
750.58911,6.098,3714777.67618274,2273206.56205106,2420302.08860119,2884173.48548353,2489449.62063679,1554283.57652275,3030794.86195355,3714777.67618274,2692720.47328595
815.54707,6.298,3742611.57706541,3292325.6989946,3073659.72543161,2970126.91723542,2239539.37853893,3742611.57706541,3566580.26718173,2847270.39539004,2750299.92942698
810.62373,8.296,3769474.88136572,2454479.49475719,1893870.14471399,3769474.88136572,3000167.08379049,1082920.15406192,1892056.75188801,2931510.7669253,2818412.043116
834.68294,7.453,5473644.59441371,4296610.51117156,3364925.49521578,4637966.67935465,3805192.58117939,3107520.07786487,4460820.44184694,5473644.59441371,4082653.00635826
684.44529,5.855,3834424.27577599,3161630.87841326,1054595.02553554,2354441.96725374,2522561.26970405,3834424.27577599,1376173.50737102,941012.648882903,1786152.48420391
853.66529,7.2,3978312.52323347,2794823.55858528,2689467.62235102,2515762.82794292,2549494.16529596,3978312.52323347,2563078.49219553,2795408.94639579,2807930.88651016
600.50788,7.028,4012027.22809011,4012027.22809011,3666905.3538149,3874191.75743359,2842254.12118847,3250152.40794831,3778160.44107611,3573640.94942177,3362792.34502806
656.50424,7.514,4017483.17101254,1376912.56465511,1818120.29360328,3075240.05544767,4017483.17101254,1741924.74552073,1777800.60274231,2047959.26495931,1448957.94738641
884.63435,6.875,5730544.38268284,5600506.76661201,5216141.36164281,5191993.81146327,5260908.73398457,4036904.90227029,5690096.59534493,5730544.38268284,5025144.28362663
900.74271,9.592,4067221.66371212,3657076.78011123,4067221.66371212,2707369.66243058,2446288.42839369,1123748.33036327,2828972.66235776,3360081.89986121,3317423.48157928
867.59956,6.357,4111553.81831565,2610676.33311711,2361222.45152056,3225048.60324208,2752078.50611913,4111553.81831565,3784645.51938258,2511710.19768754,1949953.56988456
713.65464,8.299,4134068.22444618,3989235.47289734,1951611.20394009,4043447.64828604,3675096.3717431,4134068.22444618,2809447.85760978,3916580.10145138,3098628.837081
711.63845,7.976,4222621.60849562,3709922.46542155,2704831.00452425,4222621.60849562,3446920.23642095,3545816.47397407,2959223.55463638,3437845.31731021,2735657.95912655
597.53338,7.272,4247676.76203074,3051394.23802693,4247676.76203074,2654786.88785596,2799069.38424752,2490883.62512666,3044181.93996186,3673362.97073767,2388863.00607535
872.54131,5.507,4251918.70707378,3596153.68555884,1971036.55035041,3445138.46793077,3630063.46161879,4251918.70707378,2502121.81848428,3597383.09258777,2099933.08261414
751.54307,6.583,3525391.4214028,3243005.55386437,2854877.08941023,2753288.81022198,1388727.06043974,2527466.39023546,3525391.4214028,3167684.94697164,1682980.30401025
705.52343,7.528,9158949.73956332,7863258.87982769,8528776.66723233,9158949.73956332,7614437.14845011,7241535.52897913,6829807.78812263,6721946.82398977,6988274.47569919
770.56104,6.87,11052890.4316954,10084590.8037097,11052890.4316954,1235077.7085353,1421001.37002444,7672223.71487554,1637738.61007616,9970650.47053008,8840935.94516072
745.57087,6.236,9227387.61706116,6369318.79040316,7879927.258225,5798846.79389668,5170171.10348096,9227387.61706116,5577740.06946387,7189686.39931182,6131255.79758462
546.35379,7.3,42411046.6646729,38501907.630776,32154263.671356,34437168.2301644,31125704.045049,42411046.6646729,35493602.5401186,39670393.5211434,28575113.60595
811.53662,5.907,43744031.9546333,35920355.8876534,34592570.8376503,35854862.2472374,33901916.5839323,31708070.6132267,36285129.1533152,43744031.9546333,32021963.0805082
795.57833,7.046,45953410.3364162,40310116.8938003,35753250.9053254,39487738.5029976,37729824.3724514,34025605.975666,44032787.3299096,45953410.3364162,41699639.1884082
749.53619,6.582,46360955.9033246,22007668.6075235,24830875.0603474,27307104.475796,26796095.6432599,46360955.9033246,28951205.4705274,30750399.7044718,19265652.2021784
683.59907,8.149,49945663.5756276,48134219.9925744,42162674.1767337,49945663.5756276,45404230.7874246,42805242.253299,44122214.0181501,45095895.2622366,47295201.7503136
858.52611,5.208,48354155.4962425,34645660.0190185,15973724.502251,42731483.6986398,41958261.5388263,48354155.4962425,22334875.6940722,33938959.7948616,19046990.8847908
795.60503,8.32,48482593.3167389,41578717.4039499,42453793.4875199,39727992.7270373,45285520.3145415,42689195.8323245,37419133.4021863,45388459.6383128,48482593.3167389
753.5311,6.52,49728864.1222665,45387828.6224635,33584826.5797197,47675565.7078604,49728864.1222665,22323470.7011255,39989248.5526857,43641721.7463047,32100628.484053
807.59956,6.906,50418663.4002564,48941392.5845031,40808975.0979071,43915030.5936734,45109329.4617134,50418663.4002564,45321498.421686,45256515.1895068,42004184.4373491
828.57142,5.777,82249144.3255632,64628415.7373701,68030325.2741254,51604558.6382525,67820774.9845121,82249144.3255632,62492102.8852802,62300411.7256793,69202842.194147
775.53645,5.56,53312822.4608344,38332016.814555,32703861.4683924,53312822.4608344,49877116.0189533,47726841.4409887,32154708.4432597,38460692.9493214,36083084.8565596
813.58885,6.395,60583761.5456431,60583761.5456431,44320901.7877613,52705327.7627359,44737076.8549612,44356989.040953,47279299.0579081,47811089.7976312,41165343.4142444
856.66715,6.948,54073938.9362845,48965653.6395804,39227738.1122214,45672527.0676933,42787729.3365107,54073938.9362845,46439769.3220743,48020815.4200197,44288486.1094649
841.58342,6.336,57564450.581084,57564450.581084,41552819.8998277,36351648.2369127,33292164.6945135,34572717.6664379,43347661.7119852,36210490.1863559,29499101.1552629
830.58699,6.272,95249936.0663985,95249936.0663985,47941350.0888277,89247075.5113518,54618268.9817333,56913661.1507825,53091925.4256106,62673490.6432435,42873070.9703079
807.60515,8.144,77564330.5091875,65385920.2761372,61635326.5227981,68700476.7856333,61738711.7887891,73267013.9758221,62732102.0004508,66465782.3261334,77564330.5091875
803.58357,7.294,84202545.1469775,82031484.2768327,50810716.9449954,84202545.1469775,48660365.52836,42696413.6468826,60686941.5470259,57078705.8696723,53499815.3299734
884.54113,5.268,41680988.2905882,13805174.3170248,7904027.0698911,17270013.9051496,19773519.6346912,41680988.2905882,11206432.9662187,16196095.9539223,10036294.0527583
682.63045,8.325,68145796.4732762,59960199.7192496,55516888.1564597,54982450.520088,62945979.6883353,53418647.9753236,54959571.3740892,68145796.4732762,51354337.4734402
713.49981,5.854,40701602.7074504,14515040.1161269,12501769.1388301,29809675.2376965,38937632.1195788,40701602.7074504,18772203.3543087,22424978.9515709,20763419.9069368
802.55562,5.862,40428827.3136078,39965562.5130326,31977500.4805129,38371954.9387527,38852893.8373751,32417567.5495766,28849440.6820271,33990324.250388,26815699.7738682
799.53674,5.493,27631387.7228575,22968732.3215276,18908197.3087996,21567212.2306382,20935526.8090766,27631387.7228575,20193042.0457846,16691595.7558432,21528321.1669623
611.54896,7.461,27692306.8253848,17236398.6765012,27199414.3144638,17553818.8178667,21240985.1437114,10757800.4887255,24243092.243272,27692306.8253848,23726786.5972095
829.6655,7.519,28723762.7705933,28181286.2157814,28723762.7705933,25634052.4494357,22940158.5157828,24807077.6694853,24367053.470663,27163244.1287612,19889276.0025644
776.60474,6.423,29319236.2906803,24383495.6007001,23656600.782016,21871603.5918938,21255332.7274261,19073373.5068757,29319236.2906803,27324330.057748,25572012.4639202
708.53573,7.616,31405303.6324915,3834675.42976947,19026052.1626674,13586060.723254,31405303.6324915,13303715.1653674,15792898.805233,16871710.5837063,12125952.4369546
826.55574,5.567,52565078.7205966,24409940.9474855,23620267.8483757,24171224.159892,34736086.2580712,52565078.7205966,29581277.5963643,27793082.780167,20238722.0857977
613.33774,0.884,34030232.9291714,34030232.9291714,20358942.256017,21252708.1224534,24529680.6021732,30261902.2659358,32110717.0516043,25350968.5666101,29582810.6774363
857.69644,7.837,34180363.2510162,34180363.2510162,26112387.118166,26618089.9531583,28314833.8826717,32785854.6102833,24851522.6187837,28937764.4895974,21441069.0843183
787.51534,5.791,34269111.9266483,31859000.3379322,32016524.1493406,30684203.0156528,34269111.9266483,28820460.6496284,31952731.8717581,28334398.826689,30493668.8074464
751.55187,6.868,35394104.9492564,32328717.9096446,31240684.4051842,29929939.8430966,24024590.9046054,34205187.799332,35394104.9492564,25240101.6728312,17722187.20144
793.56261,6.926,35456737.7988315,28865694.9332049,18201085.7991852,26255211.899934,21703565.19673,35456737.7988315,30385891.438783,28904452.0555744,23891922.8100502
853.57403,5.696,35707098.2689415,34609165.868321,25134521.2149532,31294783.8231882,29069673.4369904,35707098.2689415,29241305.3304066,29384732.1348718,22180347.046359
747.52065,6.418,35817671.5189259,35329014.2190871,34118919.963559,32398455.7902619,32111637.9013039,29802069.8530617,35711564.5275566,35817671.5189259,30521923.3412492
835.53656,5.822,36214023.0744857,29818877.4788097,27906428.2860007,36214023.0744857,27649163.8839016,25699361.274628,31345575.2582156,35666355.201886,22576145.7208479
682.52,7.593,37926724.6287833,24860927.2108651,34956921.327075,33290540.255006,37926724.6287833,24496143.8707124,24488393.2075514,30546151.3988659,22360108.6802318
789.55239,5.861,38070015.3070773,35516401.9935367,25023362.382188,38070015.3070773,28041960.2126618,34653103.1808897,25834334.8048833,31193156.3360177,24577042.9010694
532.35726,7.301,38713995.0742232,38713995.0742232,34511340.0911486,37077986.3964848,28859444.9550176,37324374.6752732,35170068.0381776,33224009.303831,28475579.2000031
685.61486,8.469,38983234.3653325,38776559.9741684,34333313.4816886,38983234.3653325,37668635.0250613,25914380.3566815,31315675.6448651,34966560.9192512,30012577.6071682
691.61158,7.885,68313617.852463,58463286.1403641,50925949.0400081,64359466.6237818,54713385.3993752,67222007.9619976,60008898.4368864,68313617.852463,43356715.7494084
1174.29888,7.549,69224644.7040875,743901.714076207,714400.61641406,762387.410538445,2760913.68719857,1414663.32967015,682258.20574323,1046949.90649806,1612761.77899645
761.49969,5.645,69806541.1518224,49086125.1162289,44392508.2116902,65468843.5356631,69806541.1518224,66038222.8056903,51797852.5232617,54664434.8854236,44665358.2621338
681.62721,8.326,169525309.987645,162549873.67447,149920402.746994,145478905.125738,169525309.987645,144605359.346181,147798474.57659,115013721.331949,139852556.374719
779.56798,6.45,201002394.092315,188857511.013447,126006691.331529,168703029.515169,167982647.799504,201002394.092315,159854899.649245,181702639.164971,160308712.053936
833.61528,6.947,211447506.388076,173270489.030912,160529693.356956,193980058.998194,211447506.388076,165991412.394104,186560242.751783,203784714.151177,168461276.914748
860.69891,7.646,211714974.351692,211714974.351692,169545042.349139,205983918.656753,206743515.40469,167642530.368451,185190944.42654,126402386.06812,163575499.659272
858.68323,7.25,256854454.588046,256854454.588046,208972411.897524,251510389.669435,159901809.406718,142049554.951523,243613824.73604,238573434.610878,222418856.942707
748.57335,5.869,266776410.520166,266776410.520166,208750379.770988,212062070.394492,196938419.22453,243890948.763168,235201992.929475,238141698.451824,199937801.74309
886.5572,5.78,273662420.646454,273662420.646454,173819259.756569,226350603.166653,189236041.34488,220596084.229816,195505548.955557,257325285.684199,191025335.955884
789.53108,6.216,324477857.707714,324477857.707714,276319238.994767,285344629.993672,288889326.229736,269136897.338527,311317732.973294,300384099.851099,264375475.183486
569.36891,1.978,384988556.872084,384988556.872084,281705771.485196,302144171.656031,257950889.780212,261537231.04571,328030029.224493,346211404.277019,250654701.955159
695.64295,8.468,349412613.496201,306532974.276315,236811987.128275,307750924.464499,328380158.86999,251619051.929677,251965794.105098,349412613.496201,258686069.4017
693.62717,8.152,440638108.419398,380023801.590015,331829459.623862,440638108.419398,412686692.61319,354324652.844162,177113169.381758,423339738.53819,340931445.801124
879.59923,6.458,431562852.907485,431562852.907485,398337167.207193,297858095.884839,281222092.638092,189671357.716557,367678293.214605,345225353.514545,325595576.937544
791.54695,6.661,478601605.282545,478601605.282545,428338052.04895,388964859.839586,306632611.640497,223357520.905055,426941814.346527,423895094.171627,373371172.285405
541.3377,1.216,562174530.7306,548909183.406873,305917393.752418,434308099.972407,377942788.13488,562174530.7306,307324381.480834,411848400.999175,330328607.058269
765.53088,6.324,632542512.859123,632542512.859123,480792893.836932,606408591.585148,619092244.378147,612671817.637683,520624105.81448,603879569.889687,469016369.137242
739.5155,6.279,698205567.22197,698205567.22197,542098167.068041,692129447.672237,676760563.104257,559527213.246785,612857478.70321,645337066.421905,509123231.108894
805.58373,6.502,751722207.188573,514772534.082666,450412840.068242,751722207.188573,714416595.341101,715434125.702379,589381558.237215,659205151.902464,489129827.401529
667.6117,8.175,161464197.374877,138854615.823869,125014687.512668,154410382.595832,158742112.533718,107070581.348245,134384744.655585,161464197.374877,120880535.773588
825.55238,5.594,145840343.366562,62768928.2733521,64839854.9362265,92082880.0647001,113513631.082658,145840343.366562,16426369.395787,57563890.4343386,56127392.4713496
846.68348,7.48,141276579.00157,141276579.00157,99564547.7125269,118366688.1661,129011726.476719,98185744.6133065,119065211.034424,130635421.544337,94185187.3192699
694.63032,8.152,170064304.148487,146100151.380403,125741175.104501,170064304.148487,153920739.785951,134443443.496501,139441065.223904,161201430.530271,129805743.251607
737.49974,5.779,77185913.3551187,31332841.9642392,35797890.6017989,55760888.9509934,77185913.3551187,67344241.8829441,43034479.0612608,39060168.2442698,35665367.3197537
805.61105,8.141,77929417.7692278,64919803.1814642,65933152.2210687,70018831.8428394,61994176.8204421,73941084.5010369,65370823.6360693,69341739.7217314,77929417.7692278
878.22311,6.3,79996778.9454365,588176.558589992,1127637.59891941,982202.000592745,3601674.07936134,2524130.53368408,997496.533562861,1609287.83741723,3115044.42967677
849.55209,5.443,82858815.0906379,59838490.4370158,62914730.971001,68316519.9779177,80877911.8832901,82858815.0906379,67807522.3859756,56470795.3432897,48715972.1221995
809.62074,8.466,94352546.8668627,83335667.7785537,74537536.2103316,89474367.4561412,89515398.9572988,77657925.9679864,81786988.47205,94352546.8668627,83170183.6250037
777.55226,6.01,83809403.7966352,30078095.0564999,30858607.01218,71956418.4497144,83809403.7966352,64969664.6390401,35270430.297745,53577439.883834,34772309.1126893
1100.28008,7.304,85301232.281938,709074.508274549,687655.060805774,817459.932095452,3230681.47953693,1708024.52195484,653679.896244965,1153407.72467772,1995198.50812461
583.51765,7.025,86523577.2349228,84051711.6104816,86523577.2349228,78073008.9484755,68333059.0037295,63301499.1300572,71693613.9839265,75191715.6575343,62940387.3863015
697.49529,7.032,27469744.0700923,20415267.3943094,27469744.0700923,20886946.2742705,16821825.0940884,19651332.5150032,19760130.5564632,20312076.9670955,20874952.9107159
751.55189,6.99,88752214.4906737,88693055.9945828,80144731.3902667,88752214.4906737,79908606.1775268,80362064.3568244,82404030.620257,87368114.1970456,79069508.03787
567.35325,1.239,94054717.2369407,37774023.253652,29540218.284527,50740819.5762038,52195140.3503181,94054717.2369407,39128807.9788095,48991636.4236483,42158836.8225006
1026.26155,7.021,94518046.6209787,1241283.27644417,1250451.41377632,1197102.28673052,4682025.30061067,2825076.35967663,1207446.09071478,1862806.24697064,3153805.93938717
807.62685,8.462,97552199.6149702,85679332.465336,75085715.3655257,87341737.802527,91909771.9502096,81907667.0586439,79441417.6131478,97552199.6149702,86379643.830301
952.24219,6.692,98662237.903792,1094442.35235502,1378196.40387772,1347700.38454332,4996761.06589076,3194202.67386468,1295307.39358713,1949406.47037732,3374435.87814075
723.52068,6.531,104744265.773181,97717193.186486,82913778.3484369,90867510.8056093,88355728.3087178,104744265.773181,101103240.52638,100352365.505719,74916295.8407818
769.56243,6.918,105132447.757365,105132447.757365,94010568.778118,84120777.1478193,73644150.4945594,59457912.4674783,79670459.7403285,62758421.2084915,27669572.5812784
832.66775,7.3,108720264.853258,108720264.853258,90309411.6400223,103687131.99371,107415683.631008,84743857.4382115,103060763.97062,103473821.752335,80506772.5980936
589.33774,0.916,142144142.526962,59260056.4551921,62691218.3698076,64192060.0696099,62019237.9394477,142144142.526962,97371902.6895456,92930493.9891052,63548098.3567693
804.20427,5.832,91790096.9305204,1437771.00337775,1859367.74473925,1648861.09732105,5850406.75625748,3704723.86889051,1835413.34095226,2460330.68303658,3975346.6696771
777.53119,6.416,27378645.445926,27378645.445926,21678469.6893824,21914196.2970874,15473185.8377188,12427411.2957752,21710969.7053408,23048165.3259193,17732757.6747638
818.51039,4.815,27026187.0009955,27026187.0009955,15572342.7209646,16121021.5291184,19057968.0585885,20955431.4054631,14912295.8606879,22804204.4428227,22217777.1638003
681.5234,7.593,26920289.5061168,17987623.0219726,24623250.4899473,23977427.689132,26920289.5061168,17188137.4890774,18003171.6165592,21668011.6243149,16059662.8428424
706.5201,7.528,11816645.0457711,10685476.5457051,11343201.8995098,11816645.0457711,9909222.91853737,9492237.60483467,8961373.49797205,9392082.68445503,9093059.80543947
928.68661,7.643,12212481.1023355,10005241.7293024,7565451.41750139,10183337.8630468,9911014.94372411,9306432.25040304,9299565.1628048,10813905.4143472,8936594.65401295
740.51895,5.992,16727618.2295427,13258799.8831202,7823574.94139707,11890445.1342147,10826522.6445109,16727618.2295427,9966903.21833404,8419803.822236,11024114.4100729
774.54113,5.822,12293692.6138501,3590190.76820951,3915130.04142778,12293692.6138501,10959182.3328849,9305199.99661297,6396874.59950044,6451318.14458771,6027640.11499794
794.56613,6.926,14091831.5242242,11136874.4260374,8357591.43326822,12700079.0267262,8991551.93425098,14091831.5242242,12527733.1545252,12647310.7375594,9772589.65242485
834.52625,5.271,12740437.6737683,9209104.46531801,4700955.94645293,12740437.6737683,10028124.6708131,4942922.93077978,6210861.11020416,9972149.4325189,6115230.56596476
839.6042,6.413,13022227.8579419,7658291.64719829,6426484.64508986,7253936.02903744,6356173.74793603,13022227.8579419,8216478.25748966,8251753.77314958,7167868.94004683
729.53106,6.592,13068835.3994191,13068835.3994191,7861890.80270234,12872241.4839695,9277234.54564861,11746412.1737482,8774696.53674238,12364869.1358378,7405377.93100281
605.46905,4.779,13091205.1469417,5671804.58688981,2371919.33043128,3949351.49363047,2889003.01942154,13091205.1469417,5429548.45167259,5760350.79663968,3483929.43637245
710.6174,8.149,13324559.502497,12124094.8146619,10561509.7524268,13324559.502497,12089304.2602604,11315492.5386648,11424329.5059575,11236132.105533,11427583.0481014
657.58337,8.172,13565136.1785713,13054609.6948587,11538425.9814817,13552982.135301,13222307.6485601,10591959.0917866,12618235.2918018,13565136.1785713,13214221.9875145
753.56687,7.045,13704650.342332,13704650.342332,11665711.2923675,10462280.5386736,9567203.35435502,11190442.234605,9678445.13008595,7226476.77343897,9326745.23510905
506.35805,7.301,13883850.4185682,11570078.6953229,11293929.7490149,11987007.227557,11738461.5785146,12751784.3532551,11453506.3655311,12101332.95951,10679202.2643275
823.53715,5.356,14121931.8979041,14121931.8979041,11936537.4206793,7330792.35949824,12609388.530564,12877167.1759569,12649846.4810498,11923204.991901,12587551.2581723
561.2355,7.299,14251056.386167,12589496.4785295,10807976.0412633,8512309.13918461,9173267.40638778,14251056.386167,5540026.90557214,11094036.8144816,6896061.70526571
734.55168,7.913,14357712.6257852,12914142.0830766,13371723.1323172,10472324.438275,8921818.37973596,9820604.1112122,14357712.6257852,12765719.6448245,13505784.0038507
725.535,6.593,14437063.3941191,13820125.427656,8202001.20055297,14437063.3941191,11132051.5779732,10487346.92567,9368161.25131171,9203526.1131669,8859410.36232041
706.52016,7.309,11394390.6858212,3647201.33088964,5996932.76284598,4629349.84392685,11394390.6858212,3615387.6879492,5488868.99474917,6037459.49873526,4940110.64525139
733.55496,7.913,11115533.4436326,9948461.69908373,10201333.3208871,8307560.62004822,6913264.74913904,7574273.59256211,11115533.4436326,9826759.14280251,10670237.8361339
815.56814,5.905,11058309.0626753,3744713.91779176,7415510.41860818,10999070.9774328,9629194.06004211,11058309.0626753,6697148.24614291,7172195.6006985,6598987.1567077
477.28538,0.989,10957618.7327502,10957618.7327502,4349521.04032868,10736981.1497248,6450666.08634148,9726066.15482661,6334194.53787371,9923326.72861186,8960426.49255992
539.32206,0.89,9237649.56020107,3387992.22221999,2810021.87722399,5739377.90297576,7800806.20591483,9237649.56020107,4161491.54292839,5027694.23712215,3797170.58351165
687.58075,7.365,9255121.19376045,5546236.8475862,5855903.57891668,4778983.54072345,6914946.25639877,9255121.19376045,5146820.15472618,5199268.2672087,5342404.62649301
770.51029,5.017,10867154.9573721,9290189.67161494,5239442.64698307,6839073.28551666,8682230.85176349,8802161.20033339,5644410.02084531,10867154.9573721,8386912.58890201
653.59665,8.013,9435434.65464104,9112322.33807528,8487677.1955558,8788305.45250283,9435434.65464104,7634432.4029865,6856617.30986711,9075296.72617419,6553034.1911241
687.61244,8.47,11536994.7001209,7681385.70672823,9518275.20419794,10405589.55605,11536994.7001209,9659060.23509713,10037656.2825149,7214931.07012554,7014881.90998108
589.4738,5.359,9984118.67512764,5531794.73519128,1693843.48578452,3252649.11266615,2534257.98462482,9984118.67512764,4575177.47540165,5015846.84512686,2719001.80035309
401.16296,4.699,10002326.919404,5820817.94896159,6341287.90845278,7524979.86070156,10002326.919404,5001103.37006386,8239061.63729311,8041061.37468274,6557637.42872625
791.60413,6.794,10239828.2145032,7037596.25018995,6307932.62773857,6961321.2408829,5663591.42414013,10239828.2145032,7581476.28698909,7352887.52191383,5929412.44409297
573.48902,7.026,14469523.5359842,14469523.5359842,13543090.7052857,12558807.8005477,10236414.3702071,11016652.9699412,12326408.5004874,12355514.5579259,10458503.3037787
794.56604,6.789,10337171.0753468,10061158.6685958,7827139.04922252,10337171.0753468,9122523.35319461,7806556.09480208,9513222.42803723,7521166.18888715,7826947.93931096
382.18105,4.754,10393053.0270551,1723919.01977807,3851509.29893213,4175063.86914694,10393053.0270551,3062649.70510386,4843134.74488879,6576000.05219867,2951126.22095705
753.55817,7.838,10505685.4293042,7262763.84295544,10505685.4293042,9960220.95926723,8235937.96250671,7935438.32097202,7769912.67176327,9909344.03994283,8568091.02819954
707.64443,8.301,10517356.2298056,7302505.38737727,7311513.96781777,8427942.95062337,7966726.92600833,5968905.32129429,7012981.42428636,10517356.2298056,7810683.91466936
555.35358,1.531,10566402.0705565,7639968.79468479,6813727.70751782,8215000.85598234,6791833.53693082,10566402.0705565,8551061.94230568,8137483.52258441,5346180.65739411
591.35374,1.064,10716040.328749,6143173.13804613,4697399.06582438,7787828.08882196,8841122.44914106,10716040.328749,6406728.14202598,6317072.92792581,5405509.53110124
823.63686,8.607,10753791.8995509,9241308.91435663,8063226.03246584,8655232.79937207,9801916.78599697,8421988.80958703,8987546.20052906,10753791.8995509,7553199.6613731
